tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_frequency,Audiogram_time,Audiogram_none,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.6632085000165,None,267.9433656340732,-2.0,0.00011793657968902869,1,"[0.5002033925158925, 0.6391249190082633, 0.5845752763728673, 0.5947847941972234]","[302.12638718830834, 479.83473161781575, 2085.0649030141767, 184.33973732279392]",None,"[7.618500119928713, 7.433177645562939, 9.71510733464561, 9.645744284578136]",False,963.7008334998973,966.4552241000347,966.4552241000347,967.6779179999139,['space'],1,[0.44682789989747107],3.3387300898320973,4.361310489708558,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.1192759000696,None,2165.477280182376,3.7151073346456105,0.00012036886228012951,1,"[0.4591809154098464, 0.4591809154098464, 0.4591809154098464, 0.4591809154098464]","[1364.1652041854368, 1531.2236693223595, 1718.7404562873696, 1929.2209330765072]",Tone,"[8.456175848159125, 9.13803236350089, 9.761269433733453, 9.918086234917741]",False,969.1095571999904,971.5149876999203,971.5149876999203,972.718890100019,['space'],1,[0.43020129995420575],2.8626225895714015,3.8908847894053906,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.0420096998569,None,378.9291416275994,2.0,0.00010326279949859523,1,"[0.5432150969211813, 0.5432150969211813, 0.5432150969211813, 0.5432150969211813]","[601.5125180410581, 535.8867312681464, 477.4208019552081, 425.3335804754277]",Tone,"[9.0, 8.154885445641483, 7.433177645562939, 7.37917840152137]",False,975.1220780999865,977.7881320999004,977.7881320999004,978.9936102000065,['space'],1,[0.30078759999014437],3.195902179228142,4.204106579301879,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.3667421999853,None,2731.679005719585,2.0,9.001088385692625e-05,1,"[0.7527698995261283, 0.7527698995261283, 0.7527698995261283, 0.7527698995261283]","[4427.999902775371, 1568.707441034839, 407.7649743943884, 648.5043621173884]",None,"[10.0, 9.13803236350089, 7.4560788134613265, 9.985472887324471]",False,980.3820863999426,983.6615677999798,983.6615677999798,984.8633240000345,['space'],1,[0.29314000019803643],4.055344089632854,5.077532889554277,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.5025938998442,None,6224.637320503246,15.0,0.0007111161713771372,1,"[0.5905836927766639, 0.4630606672461588, 0.7472458673001342, 0.7004758736256669]","[1147.02658565144, 4498.422345655584, 1652.9814765181816, 225.35167227461835]",None,"[8.212626858769866, 11.0, 9.485507020788583, 8.716273812593965]",False,986.5154808999505,989.349662899971,989.349662899971,990.5719033998903,['space'],1,[0.38271629996597767],3.5295518895145506,4.540444789454341,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.0987631999888,None,,,,,"[0.6772990539744437, 0.4200522415108772, 0.597206630152838, 0.5085607271864018]","[2182.4095806460105, 276.00449277763107, 2531.0195741132943, 5397.385911128555]",None,"[9.71510733464561, 7.654204264418274, 8.769482273595965, 17.0]",True,992.1029240998905,994.8183059999719,994.8183059999719,996.0389717000071,None,1,,3.236200789688155,4.239002789836377,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.3759512000252,None,8000.0,13.0,0.0008109050486794653,1,"[0.6746457542155417, 0.6746457542155417, 0.6746457542155417, 0.6746457542155417]","[427.03769173887514, 1918.1654277379203, 2454.893489003022, 3158.64482066739]",None,"[7.37917840152137, 9.918086234917741, 8.769482273595965, 6.547565865480125]",False,997.3875351999886,1000.4518962998409,1000.4518962998409,1001.6600446999073,['space'],1,[0.3416472999379039],3.7290156898088753,4.757701989961788,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.2089632998686,None,1350.186430968322,2.456175848159125,6.902321777696704e-05,1,"[0.6614269386383049, 0.6614269386383049, 0.6614269386383049, 0.6614269386383049]","[175.154781446969, 1133.7033046137801, 2516.237805772688, 2483.8480966130405]",None,"[9.907445772281816, 8.212626858769866, 8.769482273595965, 8.769482273595965]",False,1003.2096702000126,1006.2306965000462,1006.2306965000462,1007.4558043999132,['space'],1,[0.48605030006729066],3.6851383897010237,4.714307289803401,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.9625398998614,None,1741.101126592249,-1.0,5.6257269685433714e-05,1,"[0.4985437180603892, 0.4985437180603892, 0.4985437180603892, 0.4985437180603892]","[2667.0626688381726, 4022.958305414807, 1811.3891792883153, 2037.9493813022364]",None,"[8.0, 8.074548775468193, 9.918086234917741, 9.911413350473453]",False,1010.1175480999518,1012.6416265000589,1012.6416265000589,1013.8642835000064,['space'],1,[0.4493644000031054],3.0050977990031242,4.009105999022722,None,1,None,1,,,,"{'estimation': [[125.0, 1.7584582406711027], [133.9716828170366, 1.7511828300572931], [143.5872943746293, 1.8086118519131174], [153.89305166811442, 1.93772393237131], [157.45862596456118, 2.0], [164.93848884661162, 2.1219978063663207], [176.77669529663666, 2.3174492991874835], [189.46457081379947, 2.4682686222292736], [203.0630990890585, 2.5098324200629887], [217.6376408240306, 2.3822134732868916], [233.25824788420132, 2.0418130439488467], [234.47720638832027, 2.0], [249.99999999999937, 1.489954491605876], [261.8836165770804, 1.0], [267.94336563407256, 0.7604385258250723], [285.63083387481754, 0.0], [287.1745887492579, -0.06344267793462045], [307.78610333622805, -0.8797326273820163], [311.43949657697345, -1.0], [329.87697769322244, -1.5848288860602673], [350.10357673491666, -2.0], [353.55339059327247, -2.071809766779295], [378.9291416275985, -2.281149648169394], [406.12619817811606, -2.194542750762876], [422.36226256784704, -2.0], [435.2752816480601, -1.8549503163334895], [466.5164957684015, -1.3720939323381018], [489.9936393051838, -1.0], [499.9999999999975, -0.8512969198665207], [535.8867312681438, -0.44470647831397386], [574.3491774985143, -0.24509781458067126], [615.5722066724546, -0.3102081406769751], [659.7539553864432, -0.6319215807826825], [693.3606541969551, -1.0], [707.1067811865431, -1.1545549499368695], [757.8582832551941, -1.7582402341898598], [780.7555910005851, -2.0], [812.2523963562301, -2.335390247250321], [870.5505632961181, -2.7621124250868103], [933.0329915368008, -2.9815932112026604], [999.9999999999926, -2.974645384108899], [1071.773462536285, -2.771795232344175], [1148.698354997026, -2.441428168400262], [1231.1444133449063, -2.0548002081136696], [1243.6739746183364, -2.0], [1319.5079107728832, -1.6857413050883925], [1414.2135623730828, -1.38019470767947], [1515.7165665103846, -1.134640064222236], [1584.637034977407, -1.0], [1624.5047927124563, -0.9234880145859475], [1741.1011265922318, -0.7124235351329603], [1866.065983073597, -0.46232452042223954], [1999.9999999999802, -0.15488177149907736], [2061.036646649524, 0.0], [2143.5469250725646, 0.19119223074978464], [2297.396709994049, 0.5123550106143302], [2462.2888266898062, 0.7482696963309443], [2639.01582154576, 0.8377148184935042], [2828.427124746159, 0.7504228354489992], [3031.4331330207615, 0.5168155806994836], [3249.0095854249043, 0.22351170858385938], [3482.2022531844555, 0.0024406856567649182], [3732.1319661471844, 0.014910467615537049], [3999.9999999999504, 0.3954404623593346], [4202.86058293404, 1.0], [4287.093850145118, 1.234988241310636], [4465.797983322296, 2.0], [4594.793419988076, 2.522509000346802], [4689.577824838436, 3.0], [4885.498529986096, 4.0], [4924.577653379601, 4.183294999207348], [5080.575515289001, 5.0], [5270.659560754091, 6.0], [5278.031643091506, 6.035479291013942], [5475.731243869965, 7.0], [5656.854249492303, 7.866407017066354], [5690.753102744746, 8.0], [5938.864000240509, 9.0], [6062.866266041508, 9.470567557960486], [6252.269106775214, 10.0], [6498.019170849792, 10.658405798626355], [6730.069368195655, 11.0], [6964.404506368894, 11.327913673965162], [7464.2639322943505, 11.435137766060896], [7999.999999999882, 11.030677328371288]], 'plus_line': [[125.0, -0.769887080647716], [133.9716828170366, -0.7574507487538795], [143.5872943746293, -0.7449958228511692], [153.89305166811442, -0.6403046097001757], [164.93848884661162, -0.4156383444004959], [176.77669529663666, -0.11703865113161574], [182.6099632273453, 0.0], [189.46457081379947, 0.10912476060633292], [203.0630990890585, 0.14950651771727963], [215.33181612095902, 0.0], [217.6376408240306, -0.032824696702094217], [233.25824788420132, -0.46116015663984466], [249.43250636557067, -1.0], [249.99999999999923, -1.0204582155270283], [267.94336563407256, -1.7424038750188064], [274.1349339452257, -2.0], [287.1745887492579, -2.539235078982883], [298.96410223698757, -3.0], [307.78610333622805, -3.3497122156478474], [327.6685501007136, -4.0], [329.87697769322244, -4.076730213059384], [353.55339059327247, -4.65252741144209], [378.929141627598, -4.907784540834108], [406.12619817811606, -4.841995826400142], [435.2752816480601, -4.4802734477577975], [460.0897273696327, -4.0], [466.5164957684015, -3.892587263386141], [499.9999999999975, -3.308722937475462], [521.5765496319029, -3.0], [535.8867312681438, -2.8273646728582773], [574.3491774985143, -2.6288474037201617], [615.5722066724546, -2.7346660576807915], [645.0571427014596, -3.0], [659.7539553864432, -3.1518513287888803], [707.1067811865431, -3.797419964870712], [721.5173694982922, -4.0], [757.8582832551941, -4.546345124137606], [795.4481059034077, -5.0], [812.2523963562301, -5.2188133516998505], [870.5505632961181, -5.707575797599451], [933.0329915368008, -5.914412925662945], [999.9999999999926, -5.858001411524033], [1071.773462536285, -5.584487099847442], [1148.698354997026, -5.158568948700538], [1175.3141863266287, -5.0], [1231.1444133449063, -4.721608618754051], [1319.5079107728832, -4.353209075736633], [1414.2135623730828, -4.070965873501015], [1453.030486725417, -4.0], [1515.7165665103846, -3.902610353869605], [1624.5047927124563, -3.785267221698326], [1741.1011265922318, -3.6372676894774787], [1866.065983073597, -3.393062554814733], [1999.9999999999802, -3.0047598201006003], [2001.2926441919992, -3.0], [2143.5469250725646, -2.5687770125669473], [2297.396709994046, -2.080071549004095], [2327.7693295863733, -2.0], [2462.2888266898062, -1.7187481525985648], [2639.01582154576, -1.5697121567797518], [2828.427124746159, -1.680205555988774], [3031.4331330207615, -1.9974094412520091], [3032.8492763883455, -2.0], [3249.0095854249043, -2.4410790391657837], [3482.2022531844555, -2.7412360090117383], [3732.1319661471844, -2.755507994198352], [3999.9999999999504, -2.3487272092071585], [4106.147467897304, -2.0], [4287.093850145118, -1.4482936638774624], [4389.17848718953, -1.0], [4594.793419988081, -0.06756202889621088], [4608.566608828359, 0.0], [4807.223556292469, 1.0], [4924.577653379601, 1.6232548022943842], [5001.228042120862, 2.0], [5184.101329253953, 3.0], [5278.031643091506, 3.511666405422446], [5385.351301790068, 4.0], [5579.647963633423, 5.0], [5656.854249492303, 5.379805936192222], [5817.400714671673, 6.0], [6052.730190635181, 7.0], [6062.866266041508, 7.038945536322255], [6401.775895239513, 8.0], [6498.019170849792, 8.264287130259127], [6962.380719078332, 9.0], [6964.404506368894, 9.002907978640055], [7464.2639322943505, 9.126038269197132], [7609.562776327619, 9.0], [7999.999999999882, 8.63092653453965]], 'minus_line': [[125.0, 4.267840260088045], [133.9716828170366, 4.199262650411765], [143.5872943746293, 4.278125314656921], [153.89305166811442, 4.41525948818739], [164.93848884661162, 4.555378489641743], [176.77669529663666, 4.6825630688859325], [189.46457081379958, 4.795130978450745], [203.0630990890585, 4.868499541413982], [217.6376408240306, 4.831446267442576], [233.25824788420147, 4.589093340617249], [249.99999999999937, 4.046122541048477], [250.98942708233824, 4.0], [267.94336563407256, 3.2954427100441004], [273.85133949807386, 3.0], [287.1745887492579, 2.3948972866523173], [295.91839540275464, 2.0], [307.78610333622805, 1.5129697713699268], [322.979566027028, 1.0], [329.87697769322244, 0.7880291011924376], [353.55339059327247, 0.34568937200876415], [378.929141627598, 0.17027456335713265], [406.12619817811606, 0.27292556255852474], [435.2752816480601, 0.5811295756926584], [466.5164957684015, 0.9963266392595468], [466.7735206463349, 1.0], [499.9999999999975, 1.4827819251255003], [535.8867312681438, 1.8448361804857447], [567.2653597829941, 2.0], [574.3491774985143, 2.040164984270972], [615.5722066724546, 2.003603316302181], [616.1080457616528, 2.0], [659.7539553864432, 1.754442000234414], [707.1067811865431, 1.3237027105694563], [736.78044192346, 1.0], [757.8582832551941, 0.7889063832851589], [812.2523963562301, 0.2932729176153759], [853.039288512979, 0.0], [870.5505632961181, -0.11321390812894695], [933.0329915368008, -0.3208146211930711], [999.9999999999926, -0.33764501382029977], [1071.773462536285, -0.17985175447442567], [1119.2425575257341, 0.0], [1148.698354997026, 0.12138731166533234], [1231.1444133449063, 0.504645032685916], [1319.5079107728832, 0.875276499431346], [1353.43509743736, 1.0], [1414.2135623730828, 1.2452435572688796], [1515.7165665103846, 1.5576828770656077], [1624.5047927124563, 1.8131489139408838], [1718.6264911201138, 2.0], [1741.1011265922318, 2.049565132605081], [1866.065983073597, 2.3033230282844803], [1999.9999999999802, 2.5485311490285287], [2143.5469250725646, 2.77698646149345], [2297.396709994046, 2.9660076632422454], [2339.581573608861, 3.0], [2462.2888266898062, 3.1072275359038306], [2639.0158215457564, 3.157175630716428], [2828.427124746159, 3.102920293868495], [2959.549103927623, 3.0], [3031.4331330207615, 2.9518091369944064], [3249.0095854249043, 2.760076786010977], [3482.2022531844555, 2.5929845745968354], [3732.1319661471844, 2.5872438518873553], [3999.9999999999504, 2.8886820290460835], [4040.0999036467133, 3.0], [4287.093850145118, 3.65319990098817], [4369.581889780924, 4.0], [4594.793419988081, 4.8680367015923895], [4620.775345842038, 5.000000000000001], [4809.242845632258, 6.0], [4924.577653379601, 6.511124337875814], [5013.5895778087215, 7.0], [5196.3222556961955, 8.0], [5278.031643091506, 8.371157978740293], [5399.0442057283, 9.0], [5603.156355785617, 10.0], [5656.854249492303, 10.22661770560756], [5838.449721121209, 11.0], [6062.866266041508, 11.837908819309622], [6120.485146336252, 12.000000000000002], [6491.604933990779, 13.0], [6498.019170849792, 13.016580935875117], [6964.404506368902, 13.679569971181623], [7464.2639322943505, 13.781684034540598], [7999.999999999882, 13.475257508362095]]}",,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.1821134998463,None,1186.5458251500133,2.212626858769866,6.689951635425422e-05,1,"[0.6653933087335502, 0.6653933087335502, 0.6653933087335502, 0.6653933087335502]","[747.4770308856916, 839.014599152162, 941.7620455258033, 1057.0921546409181]",Tone,"[10.380278878836705, 10.0, 9.204935392988055, 8.370891759669666]",False,1015.1781152000185,1018.2123042999301,1018.2123042999301,1019.4301185999066,['space'],1,[0.3635193998925388],3.7016999893821776,4.707767989486456,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.9351218999363,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.658879787058408, 0.5407923128763162, 0.7335163286849127, 0.4734987479639776]","[576.2166936069128, 2945.597451925595, 203.83024191196043, 2703.4803597373398]",None,"[8.769302855033663, 7.0, 9.223996358287932, 8.0]",False,1020.9730749998707,1023.9334551000502,1023.9334551000502,1025.1545192999765,None,0,,3.437873289687559,4.43999358965084,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.4684264999814,None,,,,,"[0.49477384790107215, 0.49477384790107215, 0.49477384790107215, 0.49477384790107215]","[5853.466822679723, 3906.7203999874678, 2607.423044501185, 1740.2460982407742]",Perfect_5th,"[19.0, 8.0, 8.11134830558945, 9.761269433733453]",True,1026.467617199989,1028.96869839984,1028.96869839984,1030.1733939000405,None,1,,3.0141218893695623,4.047504789428785,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.5595300998539,None,125.0,3.0,0.001020868972334765,1,"[0.5673981545159752, 0.5673981545159752, 0.5673981545159752, 0.5673981545159752]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[9.223996358287932, 9.907445772281816, 9.822047904124807, 9.543286576825256]",False,1031.5791755998507,1034.3191595999524,1034.3191595999524,1035.5457537998445,['space'],1,[0.37883220007643104],3.2881640896666795,4.3212788896635175,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.9649948999286,None,2223.7577421366614,3.328888324295758,0.00011702920456991868,1,"[0.5094419817774589, 0.4091434066843991, 0.7365402367856251, 0.5104913183950365]","[7529.7427516721455, 1210.7829011434144, 174.53227443246558, 892.6313837239466]",None,"[23.136494232287795, 8.251987933046767, 9.907445772281816, 9.72102126158546]",False,1036.968081299914,1039.6506382999942,1039.6506382999942,1040.8804512000643,['space'],1,[0.4251641998998821],3.2023202893324196,4.225276089506224,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.2439280999824,None,269.99507195625614,1.654204264418274,0.00017699207878193367,0,"[0.5179732158608137, 0.5179732158608137, 0.5179732158608137, 0.5179732158608137]","[170.086237262784, 190.91534626721855, 214.29523062479535, 240.53826351003727]",Tone,"[9.96367654631023, 9.645744284578136, 8.716273812593965, 8.0]",False,1042.2376474998891,1044.8218542998657,1044.8218542998657,1046.0430995998904,None,0,,3.1269515897147357,4.141058089677244,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.4291087000165,None,8000.0,16.0,0.0011454338263838868,1,"[0.5300566977475885, 0.5300566977475885, 0.5300566977475885, 0.5300566977475885]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[6.547565865480125, 8.074548775468193, 15.0, 21.0]",False,1048.724643100053,1051.3415500998963,1051.3415500998963,1052.570817800006,['space'],1,[0.2719503999687731],3.1578942488413304,4.167860948946327,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,6,0,6,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.9355633000378,None,,,,,"[0.6427878517096798, 0.5189693843241245, 0.4499519620869591, 0.4894861883298247]","[292.118090134154, 639.5204426947801, 2602.302823930294, 7146.302129065502]",None,"[7.59071669085906, 9.985472887324471, 8.11134830558945, 23.0]",True,1053.9354598000646,1056.5670455999207,1056.5670455999207,1057.7847265999299,None,1,,3.139154789503664,4.172956689493731,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
