tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.7608398000011,None,378.9291416275994,-9.0,2.9103411154142446e-05,0,"[0.5841501381482044, 0.5841501381482044, 0.5841501381482044, 0.5841501381482044]","[6506.248827579471, 153.84442032716174, 7054.694125381563, 4279.285068153579]",None,"[-3.748760475731716, 6.571339210100276, -2.729523008592409, -1.8405943648524419]",False,824.923406499991,827.7060159999819,827.7060159999819,828.9187444999989,None,0,,3.379737400042359,4.400661800056696,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.3666322999925,None,488.0164046139842,-1.0,6.422088731769e-05,1,"[0.7650007931187792, 0.7650007931187792, 0.7650007931187792, 0.7650007931187792]","[183.48868945842707, 738.5353644982899, 6723.178060500577, 565.4400687123119]",None,"[6.0, 2.0, -3.0, 2.479650305886871]",False,830.3582591000013,833.6693630999944,833.6693630999944,834.893857099989,['space'],1,[0.22687489999225363],4.094773300021188,5.105347200005781,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.515806099982,None,4000.0,-7.0,3.749471046662279e-05,0,"[0.5082521840259708, 0.5082521840259708, 0.5082521840259708, 0.5082521840259708]","[4052.24457125906, 6501.05360227287, 4411.93076691041, 3213.865891595069]",None,"[-0.45241078254740774, -3.748760475731716, -2.0, 3.4224510059389095]",False,838.6685832999938,841.2148449999804,841.2148449999804,842.4338811999769,None,0,,3.049098600051366,4.08030900004087,None,1,['space'],0,,[0.4056501000013668],,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.79615129999,None,3829.221952217247,-6.0,4.05672701943258e-05,1,"[0.5817811348000348, 0.5817811348000348, 0.5817811348000348, 0.5817811348000348]","[1256.359068860726, 133.98518464839094, 1901.0480831398813, 4322.502984618087]",None,"[4.876532467017045, 6.184254754094951, 4.0574235575589865, -2.0]",False,843.8171913999831,846.575466499984,846.575466499984,847.79806619999,['space'],1,[0.3210364999831654],3.3486700000066776,4.37602110003354,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2470241999836,None,1515.7165665103996,-6.0,2.487406223150989e-05,0,"[0.4787768624573771, 0.4787768624573771, 0.4787768624573771, 0.4787768624573771]","[7760.259841648526, 131.40386950630892, 6888.778830197908, 545.5341638925366]",None,"[-1.0, 6.0, -3.0, 3.6129955185513642]",False,851.9142450999934,854.3864114999888,854.3864114999888,855.5951047999843,None,0,,2.9388004000356887,3.9582310000259895,None,1,None,1,,,,,"{'estimation': [[125.0, -7.849740248400492], [133.9716828170366, -7.408478019643747], [141.93605887166768, -7.0], [143.5872943746293, -6.916510230783394], [153.89305166811442, -6.4450887215143915], [164.93848884661162, -6.0374293642842005], [166.40839957028817, -6.0], [176.77669529663666, -5.74796118231574], [189.46457081379947, -5.627629169975492], [203.0630990890585, -5.68313382434113], [217.6376408240306, -5.90117935189647], [222.08489413950903, -6.0], [233.25824788420132, -6.24037826755783], [249.99999999999937, -6.61769159773145], [267.94336563407256, -6.976678263705815], [269.44822442398345, -7.0], [287.1745887492579, -7.25531072288377], [307.78610333622805, -7.405665779245665], [329.87697769322244, -7.432330067943717], [353.55339059327247, -7.365704367553358], [378.929141627598, -7.256259582587813], [406.12619817811606, -7.1606089129798445], [435.2752816480601, -7.124450986066694], [466.5164957684015, -7.164338292097215], [499.9999999999975, -7.258006268806659], [535.8867312681438, -7.349611432335315], [574.3491774985143, -7.3642078267547655], [615.5722066724546, -7.225892585404518], [643.1637054858644, -7.0], [659.7539553864432, -6.873346805270263], [707.1067811865431, -6.31850108814575], [728.1113841382183, -6.0], [757.8582832551941, -5.5770213387752685], [795.47855040574, -5.0], [812.2523963562301, -4.751493139712438], [867.9790786382707, -4.0], [870.5505632961181, -3.9656296042712538], [933.0329915368008, -3.343628730958554], [995.3087015811362, -3.0], [999.9999999999926, -2.974249713977322], [1071.773462536285, -2.9268266240742813], [1091.6495620981748, -3.0], [1148.6983549970273, -3.203975775583575], [1231.1444133449063, -3.729178747746811], [1265.1039350207516, -4.0], [1319.5079107728832, -4.428444566098293], [1392.870167144616, -5.0], [1414.2135623730828, -5.167064285238874], [1515.7165665103846, -5.825636735522106], [1552.96267386611, -6.0], [1624.5047927124563, -6.326811062768911], [1741.1011265922318, -6.585509272905625], [1866.065983073597, -6.590305378240705], [1999.9999999999777, -6.355698510512049], [2115.685037521904, -6.0], [2143.5469250725646, -5.917559771703645], [2297.396709994046, -5.373111900246075], [2402.1025864381154, -5.0], [2462.2888266898062, -4.794857948026752], [2639.01582154576, -4.31104856852199], [2828.427124746159, -4.001870393009408], [2837.646456139513, -4.0], [3031.4331330207615, -3.9637226030496713], [3055.492497502618, -4.0], [3249.0095854249043, -4.258753450308593], [3482.202253184451, -4.884884592282566], [3510.5638979226214, -5.0], [3732.1319661471844, -5.83323120607842], [3769.1665955069516, -6.0], [3993.247444281462, -7.0], [3999.999999999946, -7.0284431092878785], [4210.3588376953, -8.0], [4287.093850145118, -8.341085991832312], [4445.414884657199, -9.0], [4594.793419988081, -9.621013141903338], [4707.128107112414, -10.0], [4924.577653379601, -10.733881485820365], [5038.17766527951, -11.0], [5278.031643091506, -11.551449624703498], [5656.854249492303, -11.971153014127642], [6062.866266041508, -11.974799973203705], [6498.019170849792, -11.592414145329931], [6896.779013167702, -11.0], [6964.404506368894, -10.90135417143181], [7464.2639322943505, -10.039564479946879], [7487.910247491065, -10.0], [7999.999999999882, -9.132878656124623]], 'plus_line': [[125.0, -9.846558694815347], [133.9716828170366, -9.35066276861624], [140.31938258937632, -9.0], [143.5872943746293, -8.843758716782709], [153.89305166811442, -8.407571043516501], [164.46217677273197, -8.0], [164.93848884661162, -7.9838121644341316], [176.77669529663666, -7.725132724765056], [189.46457081379947, -7.626831309432596], [203.0630990890585, -7.711670320869196], [217.6376408240306, -7.954121657306487], [219.64121605920272, -8.0], [233.25824788420132, -8.340678264606263], [249.99999999999937, -8.71433305932415], [266.6317292491154, -9.0], [267.94336563407256, -9.025526927869725], [287.1745887492579, -9.266804642518462], [307.78610333622805, -9.364543263096074], [329.87697769322244, -9.351363707363658], [353.55339059327247, -9.271830105478994], [378.929141627598, -9.18000123299678], [406.12619817811606, -9.130859870116199], [435.2752816480601, -9.161097829034178], [466.5164957684015, -9.269028941990749], [499.9999999999975, -9.413266096352885], [535.8867312681438, -9.527445979891684], [574.3491774985143, -9.534895637241206], [615.5722066724546, -9.359377740184902], [651.5790413729568, -9.0], [659.7539553864432, -8.931047860078632], [707.1067811865431, -8.331559005921017], [727.2156050242239, -8.0], [757.8582832551941, -7.549543890346694], [792.2063356634488, -7.0], [812.2523963562301, -6.703388558659767], [863.6026701898853, -6.0], [870.5505632961181, -5.910484476656849], [933.0329915368008, -5.327498807489937], [990.9894514086837, -5.0], [999.9999999999926, -4.955924719120351], [1071.773462536285, -4.9291837744003875], [1090.597299770011, -5.0], [1148.698354997026, -5.245632506291311], [1231.1444133449063, -5.807807950566307], [1253.9873669949566, -6.0], [1319.5079107728832, -6.572691306072455], [1371.1609463683226, -7.0], [1414.2135623730828, -7.371650276819824], [1507.5212638436772, -8.0], [1515.7165665103846, -8.059171302393093], [1624.5047927124563, -8.58861911112876], [1741.1011265922318, -8.828569789180587], [1866.065983073597, -8.810456249647892], [1999.9999999999802, -8.55793522261418], [2143.546925072562, -8.083016986560377], [2163.2349079747355, -8.0], [2297.396709994046, -7.521215528513073], [2429.9758231525298, -7.0], [2462.2888266898062, -6.8874130976694445], [2639.01582154576, -6.356284959909216], [2795.9882310882604, -6.0], [2828.427124746159, -5.938813166787257], [3031.4331330207615, -5.805287594056318], [3249.0095854249043, -5.9725671208518705], [3259.8872679974, -6.0], [3482.2022531844555, -6.543027582941823], [3606.3993102728778, -7.0], [3732.1319661471844, -7.447839268420788], [3851.58367853134, -8.0], [3999.9999999999504, -8.63877349653374], [4075.2333431376214, -9.0], [4287.093850145118, -9.984309404217418], [4290.748089056849, -10.0], [4501.534688569641, -11.0], [4594.793419988076, -11.390223624375814], [4761.4129985695345, -12.0], [4924.577653379601, -12.573670292934601], [5102.722041095569, -13.0], [5278.031643091506, -13.43265122065528], [5656.854249492303, -13.844648566963288], [6062.866266041508, -13.836173632436882], [6498.019170849792, -13.452687177157227], [6784.526810769104, -13.0], [6964.404506368902, -12.745811360291423], [7406.340569361121, -12.0], [7464.2639322943505, -11.905999026262409], [7999.999999999882, -11.119514485005244]], 'minus_line': [[125.0, -5.939687425076787], [133.9716828170366, -5.515479349049764], [143.5872943746293, -5.036671400550377], [144.32529725894403, -5.0], [153.89305166811442, -4.498014699847485], [164.93848884661162, -4.088329548894711], [168.4804827873433, -4.0], [176.77669529663666, -3.768321692488839], [189.46457081379947, -3.6214732700146466], [203.0630990890585, -3.6479731982557597], [217.6376408240306, -3.84388937493111], [224.49162219810728, -4.0], [233.25824788420132, -4.16772502482511], [249.99999999999937, -4.545208264310128], [267.94336563407256, -4.970607250386532], [269.36725862823357, -5.0], [287.1745887492579, -5.290991136020574], [307.78610333622805, -5.490490197617696], [329.87697769322244, -5.550228739925233], [353.55339059327247, -5.482658462252111], [378.929141627598, -5.342774086210881], [406.12619817811606, -5.197677684411014], [435.2752816480601, -5.102408289143477], [466.5164957684015, -5.086136384452966], [499.9999999999975, -5.140772616787514], [535.8867312681438, -5.221602219074751], [574.3491774985143, -5.259245726699391], [615.5722066724546, -5.177708961250473], [644.3548690784779, -5.0], [659.7539553864432, -4.896415861277416], [707.1067811865431, -4.386285326225613], [735.101351755914, -4.0], [757.8582832551941, -3.680427538342703], [803.8670907760968, -3.0], [812.2523963562301, -2.872650509004904], [870.5505632961181, -2.0732218250012506], [877.430461676509, -2.0], [933.0329915368008, -1.392869489707214], [999.9999999999926, -1.0254348265769162], [1030.3523892146077, -1.0], [1071.773462536285, -0.9589866409068553], [1082.4093750051686, -1.0], [1148.698354997026, -1.2076996452984767], [1231.1444133449063, -1.6999553246359413], [1269.152407352056, -2.0], [1319.5079107728816, -2.361309148524802], [1403.7195618896292, -3.0000000000000004], [1414.2135623730846, -3.0757138224190412], [1515.7165665103846, -3.692169359603005], [1579.2133064338327, -4.0], [1624.5047927124563, -4.194541258280044], [1741.1011265922318, -4.4557930511183725], [1866.065983073597, -4.479049385378311], [1999.9999999999827, -4.265530194581116], [2091.971017329641, -4.0], [2143.5469250725646, -3.837423651056543], [2297.396709994046, -3.2922679641442203], [2384.9345410972037, -3.0], [2462.2888266898062, -2.7264095337513825], [2639.0158215457564, -2.2785630355569997], [2828.427124746159, -2.049828401656355], [3031.4331330207656, -2.0987868051269514], [3249.0095854249043, -2.4679363682161135], [3407.488449328231, -3.0], [3482.2022531844555, -3.2169904165930676], [3671.8668650912737, -4.0], [3732.1319661471844, -4.230701173172763], [3905.0603734140564, -5.0], [3999.9999999999504, -5.417632309401299], [4135.506143454137, -6.0], [4287.093850145118, -6.690140751982412], [4367.2768403846085, -7.0], [4594.793419988081, -7.947668347965554], [4610.863673164736, -8.0], [4917.310282437444, -9.000000000000002], [4924.577653379601, -9.023181693311786], [5278.031643091506, -9.787948431475272], [5447.723124156659, -10.0], [5656.854249492303, -10.22174152514697], [6062.866266041508, -10.233431823002277], [6338.444441322094, -10.0], [6498.019170849792, -9.848371635322895], [6964.4045063688845, -9.159626888348077], [7050.904354945164, -9.0], [7464.2639322943505, -8.23116260126924], [7587.20037410731, -8.0], [7999.999999999882, -7.198420603158074]]}",,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.9307469999767,None,287.17458874925893,-8.0,5.099738003808806e-05,0,"[0.7120638309580072, 0.7120638309580072, 0.7120638309580072, 0.7120638309580072]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[6.0, 5.416622651675733, 5.223862564447552, 5.537557901548146]",False,856.949704699975,860.1246435999929,860.1246435999929,861.335176099994,None,0,,3.892223600007128,4.91304530002526,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,5,0,5,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.9020725000009,None,319.59624809889436,2.0,0.00012265447109025438,1,"[0.7477925542815649, 0.7477925542815649, 0.7477925542815649, 0.7477925542815649]","[126.83185510931868, 159.7981240494472, 201.3330202236107, 253.6637102186373]",Major_3rd,"[5.742788127387979, 6.459574941411008, 5.416622651675733, 5.537557901548146]",False,862.9053994999849,866.1734730999742,866.1734730999742,867.389076899999,['space'],1,[0.25978860000032],4.0119149000092875,5.035953900020104,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,6,0,6,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.3430893999757,None,,,,,"[0.46990504135683453, 0.46990504135683453, 0.46990504135683453, 0.46990504135683453]","[1335.821540223644, 1499.408982215213, 1683.02967743076, 1889.1369390943944]",Tone,"[4.442200552808806, 3.735371251845848, 3.7654575652601103, 4.0574235575589865]",True,880.327690199978,882.7670069999876,882.7670069999876,883.976036499982,None,1,,2.910287300008349,3.933227200002875,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,6,0,6,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.3082254999899,None,,,,,"[0.4468105646964051, 0.4468105646964051, 0.4468105646964051, 0.4468105646964051]","[1394.165010365798, 2088.887301364927, 3129.7946264329034, 4689.393437955029]",Perfect_5th,"[4.026040202278114, 4.828475417338947, 4.0, -3.0839600630279165]",True,885.3179806999979,887.6758408999885,887.6758408999885,888.8818417000002,None,1,,2.824133999994956,3.8267493000021204,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,6,0,6,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.193933499977,None,466.5164957684038,-8.0,2.912376742268685e-05,1,"[0.530087806857696, 0.530087806857696, 0.530087806857696, 0.530087806857696]","[1175.5479062836089, 933.0329915368076, 740.5487761432822, 587.7739531418044]",Major_3rd,"[5.0, 4.512287280576092, 2.0, 2.0]",False,890.2060206999886,892.8294001999893,892.8294001999893,894.0471442999842,['space'],1,[0.3821722000138834],3.1591635000077076,4.166584400023567,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,6,0,6,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.407653000002,None,1556.4930516913353,-2.264628748154152,4.0893961191278686e-05,1,"[0.5629713738023278, 0.5629713738023278, 0.5629713738023278, 0.5629713738023278]","[3922.116719682045, 3112.986103382671, 2470.778707636019, 1961.0583598410224]",Major_3rd,"[0.0, 4.0, 5.301282829788761, 4.440927439868993]",False,895.3964703999809,898.1099279999908,898.1099279999908,899.3158624999924,['space'],1,[0.44074029999319464],3.267267300019739,4.275002200010931,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,6,0,6,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.7247212999791,None,8000.0,-9.0,6.441247758465671e-05,0,"[0.6566309321005572, 0.6566309321005572, 0.6566309321005572, 0.6566309321005572]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[-4.042775762931498, -4.762477236157597, -4.0, -2.0]",False,901.6266989999858,904.6075888999912,904.6075888999912,905.8302307999984,None,0,,3.66201860003639,4.6723503000393976,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,6,0,6,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.3485809999984,None,487.026325267394,-1.0,6.42659755586442e-05,1,"[0.5003178419683325, 0.5003178419683325, 0.5003178419683325, 0.5003178419683325]","[306.8073595286684, 344.3796172129394, 386.5530505328338, 433.8911288813212]",Tone,"[7.709747770638259, 8.78921793928857, 8.790195709713082, 7.4875205611352]",False,907.3510832999891,909.8737811000028,909.8737811000028,911.1033606999845,['space'],1,[0.717305900005158],3.043743499991251,4.048957699997118,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
