tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0602363999933,None,,,,,"[0.7295937917283438, 0.7295937917283438, 0.7295937917283438, 0.7295937917283438]","[234.0363114818563, 1002.8557973404046, 3871.873974072908, 186.93348106162045]",None,"[17.0, 27.818442329398145, 25.0, 13.47209236688566]",True,653.0565082000103,656.2715958000626,656.2715958000626,657.49598040001,None,1,3.9552829196909443,4.967775519704446,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0635141000384,None,189.4645708137998,11.0,0.0010779657212192314,1,"[0.742256065167885, 0.742256065167885, 0.742256065167885, 0.742256065167885]","[5009.858020469943, 2235.5190543187437, 264.27874835795376, 3653.862033677287]",None,"[30.000000000000004, 29.0, 19.849273838440702, 24.913705148798854]",False,659.0724208999891,662.3370365999872,662.3370365999872,663.5478153000586,['space'],1,4.020323509699665,5.045255609788001,None,1,None,1,,[0.28485599998384714],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.1507529000519,None,592.4840643048574,14.369506500460218,0.00029818159035138443,1,"[0.45778811303637035, 0.45778811303637035, 0.45778811303637035, 0.45778811303637035]","[235.1274567379813, 296.24203215242875, 373.24157217247875, 470.2549134759625]",Major_3rd,"[17.0, 22.0, 22.869908733086287, 21.132904326090348]",False,665.1646539000794,667.5532969000051,667.5532969000051,668.7850466000382,['space'],1,2.8470047197770327,3.861797519843094,None,1,None,1,,[0.3586107000010088],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.0807007000549,None,125.0,14.0,0.0036221798003749518,1,"[0.49826222481484894, 0.4050142025678664, 0.7174702705714563, 0.5580972602188149]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[22.148150643800342, 18.377526291504818, 14.0, 14.0]",False,670.1154005000135,672.7692546000471,672.7692546000471,673.9909473999869,['space'],1,3.219953409745358,4.251803309773095,None,1,None,1,,[0.20202799991238862],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.406181700062,None,,,,,"[0.5598210318902992, 0.5598210318902992, 0.5598210318902992, 0.5598210318902992]","[2624.892688467781, 2338.513531411895, 2083.3787074886955, 1856.0794199025556]",Tone,"[26.734255736377243, 28.52430684289407, 29.282955207381704, 30.316041856632342]",True,675.412540600053,678.1279316999717,678.1279316999717,679.362902599969,['space'],0,3.279378519859165,4.289254819857888,None,1,None,1,,[0.39831119996961206],0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.7504387000808,None,6658.375340628051,30.0,0.004454738118687069,0,"[0.6244598177738148, 0.6723990957803274, 0.7960081424296231, 0.6829828981585404]","[2375.956424525431, 1904.7574338233346, 4263.694463742772, 2959.654549807004]",None,"[28.0, 30.316041856632342, 26.757894318066356, 25.15223632413791]",False,680.7493952000514,683.8648798000067,683.8648798000067,685.0699936000165,None,0,3.8129353197291493,4.8352513196878135,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.6451120000565,None,4924.577653379667,20.0,0.001475565566339624,0,"[0.666311532933433, 0.666311532933433, 0.666311532933433, 0.666311532933433]","[1954.3199368684932, 2462.288826689834, 3102.289523667471, 3908.6398737369855]",Major_3rd,"[30.0, 27.652103384288885, 25.0, 25.64520523886877]",False,686.7424237000523,689.7751562000485,689.7751562000485,691.0064848000184,None,0,3.6903304897714406,4.721517289755866,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.5223168000812,None,1094.9411737633443,22.577008912089823,0.0006461075201039866,1,"[0.6625869553044873, 0.6913094394241521, 0.7064332116494726, 0.4996077552641018]","[5518.15773288415, 3682.9284317251636, 2458.0598253613452, 1640.558109413279]",Perfect_5th,"[32.0, 24.913705148798854, 27.652103384288885, 30.673174063951816]",False,692.5318644000217,695.629620200023,695.629620200023,696.8529899000423,['space'],1,3.572079219855368,4.606458219815977,None,1,None,1,,[0.25119330000597984],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.2008199000265,None,,,,,"[0.759767986937319, 0.759767986937319, 0.759767986937319, 0.759767986937319]","[359.68074199854584, 285.4787941105971, 226.5846690428874, 179.8403709992729]",Major_3rd,"[23.0, 21.0, 16.0, 13.147815514579257]",True,698.2022457000567,701.516074800049,701.516074800049,702.7350904999766,None,1,4.078864119714126,5.107980319764465,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.3609920999734,None,149.46715839902288,8.012707831730403,0.0012700914088471249,1,"[0.522917113459235, 0.522917113459235, 0.522917113459235, 0.522917113459235]","[302.32393628073186, 1586.4476685305422, 1224.4485663701973, 2381.7668762629087]",None,"[22.0, 30.673174063951816, 29.733553246263963, 28.0]",False,704.3755337999901,706.9868435000535,706.9868435000535,708.1996185000753,['space'],1,3.1089969197055325,4.140614919713698,None,1,None,1,,[0.3731741999508813],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.5745148999849,None,2297.3967099940687,17.0,0.0005762980050050316,0,"[0.6060249731219043, 0.6060249731219043, 0.6060249731219043, 0.6060249731219043]","[373.4298124463726, 1897.0326170302865, 251.3788242088081, 210.8566896827482]",None,"[22.869908733086287, 30.316041856632342, 18.377526291504818, 15.0]",False,710.6153584000422,713.4674022999825,713.4674022999825,714.6955230999738,None,0,3.4598964494653046,4.498013849486597,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.8695320000406,None,1116.4829717547902,23.0,0.0006910782212217926,1,"[0.6565660646138454, 0.6565660646138454, 0.6565660646138454, 0.6565660646138454]","[1118.8857352557588, 767.6204279874033, 1929.4650483321798, 374.3211923205594]",None,"[29.0, 24.0, 30.0, 22.869908733086287]",False,718.8510300000198,721.84636830003,721.84636830003,723.0736393000698,['space'],1,3.645587219740264,4.649327119812369,None,1,None,1,,[0.3531438000500202],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.5575909999898,None,4594.793419988137,19.0,0.0011128646778678342,1,"[0.4319663250555525, 0.4319663250555525, 0.4319663250555525, 0.4319663250555525]","[2615.8352903973555, 2881.884833127339, 4893.746319835997, 1593.451005393903]",None,"[26.734255736377243, 25.863803070070993, 29.784130182279302, 30.673174063951816]",False,725.5994632000802,727.9319548000349,727.9319548000349,729.1437543000793,['space'],1,2.7477995494846255,3.758720849407837,None,1,None,1,,[0.4505936000496149],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.3963700999739,None,1940.6844864132133,24.0,0.0011432389815179207,1,"[0.4096760621487361, 0.4096760621487361, 0.4096760621487361, 0.4096760621487361]","[310.75822869559744, 1851.0732121340966, 629.5603641071078, 971.6139939160967]",None,"[22.148150643800342, 30.316041856632342, 21.0, 27.818442329398145]",False,730.3984195999801,732.658079600078,732.658079600078,733.8697645000648,['space'],1,2.678917719749734,3.706666219746694,None,1,None,1,,[0.3489263999508694],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.1596815000521,None,,,,,"[0.5158274619921176, 0.5158274619921176, 0.5158274619921176, 0.5158274619921176]","[143.92830487403177, 1659.4929481129157, 635.9293012950454, 248.1277383574432]",None,"[15.115265097683078, 30.673174063951816, 21.0, 18.377526291504818]",True,735.1673345000017,737.73736680008,737.73736680008,738.9478714000434,None,1,3.078818419831805,4.101483919774182,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.3157939000521,None,435.2752816480623,15.0,0.0004203609419229965,1,"[0.6017726289037144, 0.6017726289037144, 0.6017726289037144, 0.6017726289037144]","[852.9939968410516, 197.82876529823477, 2064.5163134672175, 584.1920654772427]",None,"[25.92012787693378, 14.0, 29.881351237623132, 20.36950650046022]",False,740.329645800055,743.1698330000509,743.1698330000509,744.392116400064,['space'],1,3.435676809749566,4.464431109721772,None,1,None,1,,[0.10613289999309927],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.8363951999927,None,2143.5469250725882,23.0,0.0011016920845743376,1,"[0.43692287233180244, 0.44315648042884553, 0.4056624633490936, 0.4272948341546936]","[2959.6309283433884, 2784.667237645451, 228.26338180499397, 6617.435614602579]",None,"[25.15223632413791, 26.0, 16.0, 36.0]",False,745.8435608000727,748.1615074999863,748.1615074999863,749.3743306000251,['space'],1,2.749950609751977,3.7542967097833753,None,1,None,1,,[0.39850120001938194],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.6316052000038,None,5806.474445945551,28.0,0.003089777137118395,0,"[0.6416701179821965, 0.5801310598910486, 0.5945884313951147, 0.72380260712322]","[5345.726017995252, 775.5682397635273, 1090.8940123396276, 897.9387308548285]",None,"[32.0, 24.0, 28.577008912089823, 25.999999999999996]",False,750.6232339000562,753.4704899999779,753.4704899999779,754.6868257999886,None,0,3.5717828199267387,4.606536719831638,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.2916179000167,None,606.7843270422121,14.785476551118029,0.00030057013362124157,1,"[0.6050516517997814, 0.6050516517997814, 0.6050516517997814, 0.6050516517997814]","[5456.368641973269, 2734.3849696389075, 6892.9139805879695, 551.3745870945838]",None,"[32.0, 26.0, 36.44079369897291, 20.31287472400956]",False,756.2980370000005,759.1461185000371,759.1461185000371,760.3479796000756,['space'],1,3.4439772197511047,4.466716219787486,None,1,None,1,,[0.3559489999897778],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.8218942000531,None,203.0630990890589,8.0,0.0006516864001597818,1,"[0.49465588836412333, 0.49465588836412333, 0.49465588836412333, 0.49465588836412333]","[146.59250299951185, 1531.9376455602676, 256.2937092493135, 364.43956344453875]",None,"[15.0, 30.626755575124612, 19.0, 23.0]",False,762.976477600052,765.4912150000455,765.4912150000455,766.6944490000606,['space'],1,3.00301430944819,4.015530609409325,None,1,None,1,,[0.3643904000055045],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0380242000101,None,,,,,"[0.5858994945926818, 0.7997654409022126, 0.6228338349323678, 0.5238281573049359]","[454.9192453227456, 361.0696442929529, 286.5811665922085, 227.45962266137278]",Major_3rd,"[21.132904326090348, 23.0, 21.146209754046666, 16.0]",True,768.0326549999882,771.0710427999729,771.0710427999729,772.2689792000456,None,1,3.554910019855015,4.571776619879529,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.6538812000072,None,1071.7734625362941,28.0,0.0011819561324015676,1,"[0.7109803424812485, 0.44428253189562134, 0.5447249648788809, 0.5533289529946481]","[710.8918842636588, 2692.4358222623487, 4778.150847225484, 540.518982301827]",None,"[22.51952926543764, 26.734255736377243, 29.0, 20.31287472400956]",False,773.663820900023,776.3970374000492,776.3970374000492,777.6077432000311,['space'],1,3.2906540097901598,4.310507809743285,None,1,None,1,,[0.35665359999984503],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0136789999669,None,4699.076834166773,23.0,0.0018651255919973015,1,"[0.7793757812039437, 0.7793757812039437, 0.7793757812039437, 0.7793757812039437]","[7459.319509835733, 6645.498189511878, 5920.465818440078, 5274.53540844196]",Tone,"[36.806267975261164, 36.0, 34.0, 31.4639510954109]",False,779.0158925000578,782.3816369000124,782.3816369000124,783.622665700037,['space'],1,4.137495019822381,5.156427319860086,None,1,None,1,,[0.5769348000176251],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.238676100038,None,840.0725929273443,19.0,0.000352106610885705,0,"[0.5670438184069281, 0.4981331294031115, 0.7628419714840232, 0.6081083650530179]","[225.1804071349917, 280.42039318658624, 1457.053035697755, 1923.912232230402]",None,"[16.0, 21.0, 30.448808367018295, 30.0]",False,785.2391343000345,788.0981600000523,788.0981600000523,789.2986654000124,None,0,3.4715994198340923,4.498271619901061,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.795831299969,None,125.0,13.0,0.003228271145173279,1,"[0.7925599061452757, 0.7925599061452757, 0.7925599061452757, 0.7925599061452757]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[21.0, 22.0, 21.0, 13.47209236688566]",False,790.8026598000433,794.2284112999914,794.2284112999914,795.4535858000163,['space'],1,4.210025109816343,5.221255509764887,None,1,None,1,,[0.34907039999961853],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0591445000609,None,,,,,"[0.6176754399946147, 0.6176754399946147, 0.6176754399946147, 0.6176754399946147]","[1905.511649889142, 1271.776446428662, 848.8089431438598, 566.5120029421854]",Perfect_5th,"[30.316041856632342, 30.0, 25.92012787693378, 20.36950650046022]",True,797.068515400053,799.9462699000724,799.9462699000724,801.164804100059,None,1,3.4831145198550075,4.487501519848593,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.603162500076,None,125.0,13.0,0.003228271145173279,1,"[0.7403218232394764, 0.7687853486446422, 0.6508582036560813, 0.46903634888924123]","[5378.49641406899, 604.2590773682446, 796.6756973459939, 2504.2965604355572]",None,"[32.0, 20.78547655111803, 24.805826966679735, 27.652103384288885]",False,802.6393412000034,805.8233880000189,805.8233880000189,807.0514221000485,['space'],1,3.666067309677601,4.684917509672232,None,1,None,1,,[0.37387419992592186],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.3645523000741,None,2547.8100933304772,21.0,0.000930426575353101,1,"[0.4961468792409689, 0.4918561068408666, 0.7050140363967612, 0.7126193842499888]","[3885.341199471108, 631.1761913465256, 209.3294629414456, 265.7348449799069]",None,"[25.64520523886877, 21.0, 15.0, 19.849273838440702]",False,808.3629812999861,811.0889422000619,811.0889422000619,812.3234725000802,['space'],1,3.4197414198424667,4.441571019822732,None,1,None,1,,[0.3954842999810353],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.861722700065,None,176.7766952966369,5.0,0.0006224350964454478,1,"[0.6632199806137402, 0.5695115429611395, 0.6259582786708315, 0.47274795831983235]","[758.0188507448966, 1148.8804327395228, 1019.018801165068, 515.7485173306576]",None,"[23.64480579705644, 29.214969841516492, 28.0, 20.592673545545708]",False,815.5334222000092,818.4159680000739,818.4159680000739,819.6355882000644,['space'],1,3.3724349294789135,4.391596729401499,None,1,None,1,,[0.6000307999784127],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,5,0,5,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.9580955000129,None,,,,,"[0.450521833390868, 0.5686876191050948, 0.5452444126602599, 0.6430338216430345]","[3642.829145138618, 4088.9374638933755, 4589.677121130691, 5151.738382463022]",Tone,"[24.913705148798854, 26.0, 28.17773269207325, 31.0]",True,820.9536961000413,823.5595233000349,823.5595233000349,824.7660600000527,None,1,3.246060319710523,4.24579061975237,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
