tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,answer_too_late.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.3771645000088,None,3482.202253184498,3.0,0.0001057294605034332,1,"[0.5239828034931039, 0.6059176786314635, 0.5308294375879434, 0.49298369443709783]","[6112.471515664055, 803.4054751735498, 1225.6914802221145, 5120.242816797529]",None,"[-0.8015363869700387, 14.653733467188017, 11.0, -3.2067318485953002]",False,654.4060711000056,657.0890856999904,657.0890856999904,658.3110034999845,['space'],1,[0.05298559999209829],3.1972814332984854,4.2261278333025984,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.6729569000017,None,5656.85424949238,0.0,0.0001285236860859306,1,"[0.7882217869377487, 0.6346945089267402, 0.6008153137141012, 0.4350275351647408]","[2244.9240966187467, 2828.427124746191, 3563.594872561358, 4489.8481932374925]",Major_3rd,"[11.081347530293748, 7.154805188637976, 1.0, -3.0]",False,659.6917319000058,662.7566996999958,662.7566996999958,663.9916022999969,['space'],1,[0.05553360001067631],3.487042933324119,4.500187233323231,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.2383359000087,None,206.54438328110592,1.0,0.00028344489828191087,0,"[0.6840606854331948, 0.7143030231950701, 0.48856601650207876, 0.7069911735837751]","[520.4592324668401, 413.08876656221184, 327.86877129855054, 260.2296162334201]",Major_3rd,"[12.073353274557459, 15.849944632408539, 16.44873585064281, 12.0]",False,665.2392755000037,668.139514999988,668.139514999988,669.3560596999887,None,0,,3.6159307666530367,4.636862166662468,None,1,['space'],0,[0.3628810000082012],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.9274889999942,None,,,,,"[0.7945131626739266, 0.7620110124018071, 0.7666749839016628, 0.4763930349132051]","[2006.5798938860094, 1664.8366298630983, 144.18287600971274, 1789.2181582764354]",None,"[11.948081623836476, 11.0, 7.3800252127100885, 11.466217611438429]",True,670.938084399997,674.2996028999914,674.2996028999914,675.5272386999859,None,1,,3.834296266664751,4.854665066668531,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.8361933999986,None,1866.0659830736151,-2.0,5.462138219158348e-05,0,"[0.4928178778282342, 0.4959310116662345, 0.7348646416574148, 0.5210831125234825]","[370.27438807164106, 554.7847360339225, 831.2378961427878, 1245.449622358823]",Perfect_5th,"[16.58193300635728, 12.0, 14.653733467188017, 10.988817863437873]",False,676.9196444000117,679.6763086999999,679.6763086999999,680.9073246000044,None,0,,3.276504733337788,4.29722943334491,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.2684589999844,None,330.195907530966,10.448735850642809,0.0003152661534599119,1,"[0.7460006568292161, 0.6282899011364725, 0.4174515800347682, 0.4662889820192168]","[6496.74774777232, 2712.453868605029, 2447.742388558284, 6534.5863521951305]",None,"[1.1600525257360932, 8.0, 10.070353108031792, 1.1600525257360932]",False,682.2757595999865,685.0867021000013,685.0867021000013,686.3169482999947,['space'],1,[0.04850920001626946],3.2826329667004757,4.300373266683891,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.6257287999906,None,500.0,2.0,8.994354575643942e-05,0,"[0.6330463673954838, 0.6330463673954838, 0.6330463673954838, 0.6330463673954838]","[157.71682905769202, 1381.296296881669, 656.7330240127784, 7035.882177144593]",None,"[6.883672585631613, 10.376196147230004, 12.77469882689207, 4.0]",False,687.6442823999969,690.5719478999963,690.5719478999963,691.7951783000026,None,0,,3.561022166686598,4.578263266681461,None,1,['space'],0,[0.3461370999866631],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.2700732999947,None,,,,,"[0.6997238194696018, 0.6997238194696018, 0.6997238194696018, 0.6997238194696018]","[1656.9123864107494, 2104.6263193408795, 5003.845489944197, 6989.258887725281]",None,"[11.0, 11.710482821000681, -3.513043538912708, 3.430336541101992]",True,693.2842913999921,696.4046415000048,696.4046415000048,697.6312927000108,None,1,,3.826316366699757,4.855049266683636,None,1,['space'],0,[0.46648639999330044],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.4497802999977,None,198.36813824025032,0.9988534582188637,0.00030445926482222435,0,"[0.5501578013830574, 0.5501578013830574, 0.5501578013830574, 0.5501578013830574]","[175.83905958909634, 2751.5043161558465, 1868.7573780831867, 2324.2784769835253]",None,"[6.3554415058480895, 8.0, 11.832745505899075, 11.0]",False,713.4295644999947,716.1161727999861,716.1161727999861,717.3421651000099,None,0,,3.239512866624864,4.252333366632229,None,1,['space'],0,[0.4505075999768451],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.7303907999885,None,6062.8662660415985,2.0,0.00014960120558102564,1,"[0.7204439293060422, 0.46555495898430316, 0.5943148130758964, 0.5284325701187383]","[203.42850279994212, 1203.9724988533344, 3599.1186399792095, 248.6285095316712]",None,"[7.0, 11.0, 1.0, 10.756041600821511]",False,718.7626904000062,721.5723563999927,721.5723563999927,722.7968802000105,['space'],1,[0.13573819998418912],3.3280434333137237,4.346771633339813,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.1529341999849,None,5278.031643091578,5.0,0.00025339284978307064,0,"[0.5909944289840767, 0.5909944289840767, 0.5909944289840767, 0.5909944289840767]","[1046.5593456911677, 3729.9410556954003, 210.3045535683461, 155.02045822038988]",None,"[13.0, 0.1628529732957773, 7.0, 6.883672585631613]",False,724.1755944000033,726.9647277999902,726.9647277999902,728.1683006999956,None,0,,3.400623933324823,4.432554633327527,None,1,['space'],0,[0.43337440001778305],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.646124299994,None,2679.195408284867,2.732089957422551,0.0001023933864259606,0,"[0.5291386208834428, 0.41889279362098003, 0.6339722304132964, 0.5668105851476689]","[6751.149383359587, 5358.390816569735, 4252.957609539768, 3375.574691679793]",Major_3rd,"[2.0, -3.0, -2.4800499017707835, 3.0]",False,729.6561028999859,732.2708250999858,732.2708250999858,733.4725615000061,None,0,,3.1663380666577723,4.175904466654174,None,1,['space'],0,[0.42374550001113676],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.8780582000036,None,,,,,"[0.614730232561951, 0.614730232561951, 0.614730232561951, 0.614730232561951]","[3150.9603016684955, 2500.9188487893025, 1984.9806057276187, 1575.4801508342478]",Major_3rd,"[4.0, 10.0, 11.948081623836476, 10.987398880831252]",True,734.8879879000015,737.7683852000046,737.7683852000046,739.0059079999919,None,1,,3.475165766692953,4.492957266687881,None,1,['space'],0,[0.3983922000043094],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.4218746999977,None,1484.4038545600006,4.571815435531626,8.241917688844771e-05,0,"[0.6539297865021387, 0.6539297865021387, 0.6539297865021387, 0.6539297865021387]","[202.46015856942677, 1014.2559088255756, 131.46316677989776, 162.67417232073564]",None,"[6.998853458218864, 13.636276269819525, 8.0, 6.514133550478365]",False,740.4274627999985,743.4213086999953,743.4213086999953,744.6410443999921,None,0,,3.6363916666887235,4.662682466674596,None,1,['space'],0,[0.5369844000088051],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.1409267999989,None,353.5533905932738,-3.0,6.273272561452762e-05,1,"[0.42381718803025586, 0.42381718803025586, 0.42381718803025586, 0.42381718803025586]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[8.0, 10.756041600821511, 14.0, 16.0]",False,746.1595271000115,748.4713994000049,748.4713994000049,749.6835909000074,['space'],1,[0.1502487999969162],2.707204066653503,3.7424519666528795,None,1,['space'],0,[-2.209164100000635],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.9548300000024,None,2623.2079123533013,2.732089957422551,0.00010715866057131216,0,"[0.681777133879734, 0.681777133879734, 0.681777133879734, 0.681777133879734]","[520.5103749501169, 779.8843783754951, 1168.5062832655758, 1750.7812335916806]",Perfect_5th,"[12.073353274557459, 14.221370611295878, 11.770115939218243, 11.466217611438429]",False,750.9664415000007,754.0303458999842,754.0303458999842,755.2592003000027,None,0,,3.7568798666761722,4.777612866659183,None,1,['space'],0,[0.48763489999691956],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.793488700001,None,164.93848884661182,6.0,0.0007844083667336284,1,"[0.7390497563170028, 0.44464749040971685, 0.4292903122716605, 0.4050897295129916]","[415.6189480713941, 329.8769776932237, 261.82353070515677, 207.809474035697]",Major_3rd,"[15.849944632408539, 16.44873585064281, 12.0, 7.0]",False,756.8087277000013,759.4442761999962,759.4442761999962,760.6613776999875,['space'],1,[0.1545808999799192],3.0285317666712217,4.0416446666640695,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.9060629000014,None,,,,,"[0.6575309183142236, 0.6575309183142236, 0.6575309183142236, 0.6575309183142236]","[5730.356008469081, 4548.186577998055, 3609.8980792308794, 2865.1780042345404]",Major_3rd,"[-2.0, -3.2484897532137467, 1.0, 7.0]",True,761.9109308999905,764.9133532000124,764.9133532000124,766.1468421999889,['space'],0,[0.2794772000052035],3.6552622666640673,4.687795166653814,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.6395604999852,None,385.7871048440282,10.581933006357279,0.0002713376946473834,0,"[0.5341666013739903, 0.5891174629715674, 0.564216830346218, 0.668728369215413]","[148.50182066305774, 1690.8198966444722, 2084.4577563730895, 6782.087978040273]",None,"[7.0, 11.466217611438429, 11.710482821000681, 3.0]",False,767.6529863000032,770.3672575000091,770.3672575000091,771.5807831000129,None,0,,3.383563266659621,4.409068466658937,None,1,['space'],0,[0.5195869999879505],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.109784100001,None,6796.156511721727,-3.0,0.00010268588213812363,0,"[0.6889517139761354, 0.47400790395924886, 0.5626008803218376, 0.6913757804415416]","[2697.0564990119, 3398.078255860864, 4281.310323749159, 5394.112998023799]",Major_3rd,"[8.0, 2.0, -2.4800499017707835, -3.0]",False,773.1131655999925,775.8661721000099,775.8661721000099,777.0789866000123,None,0,,3.4391365666524507,4.480540866643423,None,1,['space'],0,[0.3965872999979183],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.6417957000085,None,189.4645708137998,9.0,0.0008562586084293591,0,"[0.5732658132400901, 0.6413956484739556, 0.4501645259003253, 0.7057715741329322]","[1853.21745534373, 4795.145759882186, 255.51279629136786, 194.1742810310571]",None,"[11.832745505899075, -3.513043538912708, 11.0, 6.492421165504038]",False,778.6638580999861,781.3644931000017,781.3644931000017,782.5749211999937,None,0,,3.391300133342156,4.420562833343865,None,1,['space'],0,[0.4828665999812074],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.1304440000094,None,,,,,"[0.7233938346460353, 0.7233938346460353, 0.7233938346460353, 0.7233938346460353]","[3968.2320080130576, 1844.1527676078133, 3339.51849376572, 376.65320303370754]",None,"[-1.0000000000000009, 11.832745505899075, 3.0, 16.58193300635728]",True,784.1394977000018,787.3299245999951,787.3299245999951,788.5674494999985,None,1,,3.91744206668227,4.938199666677974,None,1,['space'],0,[0.437217700004112],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.1140663000115,None,187.56689629923807,0.49242116550403814,0.0003288477604989105,0,"[0.6336541961199255, 0.7888918834019675, 0.48738173826529957, 0.7712586361177847]","[4293.023283410098, 2615.2826206497434, 2996.4427653736593, 3371.37080165933]",None,"[-2.4800499017707835, 9.0, 5.4169882763410016, 3.0]",False,790.1179470999923,793.0583093999885,793.0583093999885,794.2769221999915,None,0,,3.724497966642957,4.753028166654985,None,1,['space'],0,[0.45219310000538826],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,5,0,5,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.9237076999852,None,189.4645708137998,12.0,0.0012094974323129033,0,"[0.6411375070494401, 0.6411375070494401, 0.6411375070494401, 0.6411375070494401]","[954.8416039104168, 637.2803136596312, 425.333580475428, 283.8761072677194]",Perfect_5th,"[14.0, 12.173910035084843, 15.0, 14.0]",False,795.9500902,798.90580149999,798.90580149999,800.1437330000044,None,0,,3.5902856333414093,4.618724733329145,None,1,['space'],0,[0.38117390000843443],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
