tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.0182023999996,None,227.39063457979555,18.0,0.00168221851254647,0,"[0.4861256338056998, 0.7697951029593062, 0.7124539673823953, 0.5859736490073235]","[5049.982927410713, 628.7073652859885, 2849.193610095286, 4437.151631559665]",None,"[16.63148241128642, 23.6801627476447, 15.379151084288148, 17.0]",False,929.9998507,933.0209217000001,933.0209217000001,934.2426257999996,None,0,3.5768546666668044,4.614439866666544,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.6723520999994,None,1650.5288723508475,12.346371216546501,0.0002445719347922578,1,"[0.6495596939025169, 0.6495596939025169, 0.6495596939025169, 0.6495596939025169]","[655.0128170684055, 825.264436175424, 1039.7680348670406, 1310.0256341368108]",Major_3rd,"[22.575394634166223, 19.0, 16.52712978726722, 16.910019972301612]",False,935.6667724999998,938.6470226000001,938.6470226000001,939.8716619999996,['space'],1,3.617308966665405,4.657729166665376,None,1,None,1,,[0.3557033999995838],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.3743134999995,None,8000.0,12.0,0.000722719885372964,0,"[0.6674589055628108, 0.5610411308399781, 0.664782390675373, 0.5740009268585466]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[15.585569304371509, 16.867300937553054, 16.63148241128642, 17.0]",False,941.3962838999996,944.3288659999998,944.3288659999998,945.5658848000003,None,0,3.479250633333322,4.495197733333953,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.9422703,None,,,,,"[0.47917922554455433, 0.47917922554455433, 0.47917922554455433, 0.47917922554455433]","[2020.5371812879819, 1642.6043566215228, 854.8997049562515, 544.2497195138056]",None,"[18.297056651816593, 18.3463712165465, 18.368777138069806, 25.988071448995573]",True,946.9453365999998,949.3982934999995,949.3982934999995,950.6207273,['space'],0,2.934240666666483,3.9511931666665987,None,1,None,1,,[0.37059820000013133],0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.9474031,None,1231.1444133449168,24.0,0.000851413334521805,1,"[0.5804110375789019, 0.5804110375789019, 0.5804110375789019, 0.5804110375789019]","[3119.930552362958, 178.6081339885787, 201.30077316075602, 7094.652274365666]",None,"[15.338393759349065, 19.6209483717776, 21.32939044129742, 19.0]",False,951.9676258999998,954.7379077999994,954.7379077999994,955.9537853000002,['space'],1,3.357786833334103,4.385210833333986,None,1,None,1,,[0.44133719999990717],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.4046071000002,None,2159.3234987703986,11.751466951271459,0.00030309348147746976,1,"[0.6984199939110373, 0.4381496452314817, 0.6547449965728552, 0.5361211867930894]","[856.9280983719462, 1079.6617493851995, 1360.288564816736, 1713.856196743892]",Major_3rd,"[18.368777138069806, 16.52712978726722, 17.0, 18.593949728891563]",False,957.4146401999997,960.2193734000002,960.2193734000002,961.4301693999996,['space'],1,3.3582815666668466,4.385112866666532,None,1,None,1,,[0.4514134999999442],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.8489005000001,None,615.5722066724584,11.0,0.00018952495823882962,1,"[0.49187390004492454, 0.558400638518308, 0.7325377294883729, 0.6559737698064905]","[6377.352283927699, 464.9886779258688, 999.4125846220727, 2958.6038347448916]",None,"[17.0, 28.42596580616531, 16.907295475076943, 15.338393759349065]",False,962.8686791,965.6823966000002,965.6823966000002,966.9179733999999,['space'],1,3.4633420666668826,4.496542066666734,None,1,None,1,,[0.23858209999980318],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.4208928999997,None,739.7142737589396,15.0,0.00023361631846253108,1,"[0.4809301971522222, 0.4809301971522222, 0.4809301971522222, 0.4809301971522222]","[1682.8713417269423, 1339.4950057222673, 1896.141919077739, 160.18165563410366]",None,"[18.593949728891563, 17.0, 18.58621091439418, 19.30427764440696]",False,968.4209595000002,970.9010486999996,970.9010486999996,972.1133359999994,['space'],1,2.9447995666660063,3.9546451666665234,None,1,None,1,,[0.4842840999990585],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.4197661999997,None,125.0,10.0,0.002285440948074376,0,"[0.5569438870006003, 0.5569438870006003, 0.5569438870006003, 0.5569438870006003]","[5857.660774818653, 1131.4615987122743, 1123.654676547254, 554.0603881176553]",None,"[16.27400671602057, 16.41519521995837, 16.41519521995837, 25.0]",False,977.1531849000003,979.8443840999998,979.8443840999998,981.0792996999999,None,0,3.2680872333330626,4.298233333333883,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.4924388999998,None,,,,,"[0.4777831746787645, 0.4777831746787645, 0.4777831746787645, 0.4777831746787645]","[259.00707544067114, 6349.375396547628, 483.4647678628831, 261.3330730120691]",None,"[27.0, 17.0, 28.0, 27.0]",True,982.4994465,984.9468699999998,984.9468699999998,986.1563854999995,None,1,2.9450197666656095,3.9727623666658474,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.5141788000001,None,146.603536193531,13.577230263869932,0.0025319484356243122,0,"[0.7763396359725028, 0.7282135978422427, 0.514222967900674, 0.7425592990376791]","[1604.888930332562, 3062.6851588763993, 217.23426318060254, 5409.472902094628]",None,"[18.3463712165465, 15.338393759349065, 22.667073298204066, 16.36011602406733]",False,987.5142528999995,990.5759429,990.5759429,991.7877625000001,None,0,3.788095966666333,4.818788266666161,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.3787518999998,None,2297.3967099940687,11.0,0.0002888332028733877,0,"[0.5786087047048845, 0.7742783073021835, 0.7408929484472584, 0.5490392896327017]","[569.7913902111685, 471.92425034749033, 528.5910368847984, 1223.3952073780192]",None,"[25.0, 28.42596580616531, 26.0, 16.557281121282692]",False,998.4326443999998,1001.5447008000001,1001.5447008000001,1002.7590848,None,0,3.6592688666669346,4.687738866666223,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.1661349999995,None,4287.0938501451765,6.0,0.000206896608099331,1,"[0.4627623541459874, 0.4627623541459874, 0.4627623541459874, 0.4627623541459874]","[1701.3343219017138, 2143.546925072589, 2700.699892336383, 3402.668643803426]",Major_3rd,"[18.593949728891563, 17.75146695127146, 15.727744022958504, 16.0]",False,1004.1800140999994,1006.6004856,1006.6004856,1007.8320434999996,['space'],1,2.8708434666668836,3.8962967666666373,None,1,None,1,,[0.4154380999989371],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.1326392999999,None,,,,,"[0.47771009677276327, 0.6021341995718904, 0.5345936054424522, 0.6457477994525067]","[868.8301040082539, 179.11245001876907, 133.6185506280367, 4176.535057312262]",None,"[18.368777138069806, 19.6209483717776, 20.022505355605915, 17.0]",True,1009.1383295999995,1011.7645604999998,1011.7645604999998,1012.9802754000002,None,1,3.300953466666215,4.327421466666237,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.5053234999996,None,3935.1667480042465,10.867300937553054,0.00028933865451726427,1,"[0.7608906634303967, 0.676900489869966, 0.7738007350174384, 0.6973412016575375]","[7087.445365093707, 1448.3976599794546, 5571.746452731703, 425.2804069841904]",None,"[19.0, 17.39714282839313, 16.27400671602057, 30.0]",False,1014.5082235,1017.7365070999995,1017.7365070999995,1018.9647917000002,['space'],1,3.949046566666766,5.000070966666499,None,1,None,1,,[0.5922558999991452],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.5619178999996,None,1071.7734625362941,5.0,8.367608612606695e-05,1,"[0.6699243824668092, 0.7618456916266456, 0.5579304143076169, 0.5476099328665874]","[425.33358047542845, 535.8867312681473, 675.1749730840958, 850.6671609508566]",Major_3rd,"[30.0, 25.988071448995573, 22.0, 19.0]",False,1020.6380297999995,1023.6601848,1023.6601848,1024.8720119999998,['space'],1,3.5655252333326644,4.594004633332588,None,1,None,1,,[0.7248456999996051],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2902697999998,None,329.87697769322364,10.0,0.0002996540782015946,0,"[0.41406736602718097, 0.6904558273245507, 0.5824035508308865, 0.7532912514198383]","[1709.1479511053344, 4002.3886676577868, 2370.186128762925, 1244.5919754593199]",None,"[18.593949728891563, 16.867300937553054, 17.0, 16.557281121282692]",False,1026.3128637,1029.0125379,1029.0125379,1030.2486916999997,None,0,3.4652841333336255,4.479926833333593,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.8477741999995,None,4635.241832143727,10.900627338425904,0.0004477620482074109,0,"[0.6830161150063752, 0.764009125376927, 0.5931618448579972, 0.420287554580054]","[1839.4969401179897, 2317.620916071864, 2920.0193778355806, 3678.993880235979]",Major_3rd,"[18.58621091439418, 17.0, 15.379151084288148, 16.506253786942413]",False,1031.8487986,1034.9093427999996,1034.9093427999996,1036.1459225999997,None,0,3.497156966665898,4.52859346666537,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.4310966000003,None,2310.180499975798,11.0,0.0002898386793142049,1,"[0.7191747041562192, 0.7191747041562192, 0.7191747041562192, 0.7191747041562192]","[178.98046463050258, 555.5426171166123, 2099.8954181288373, 1408.0867429733644]",None,"[19.6209483717776, 25.0, 18.0, 17.39714282839313]",False,1037.4429500999995,1040.6144132999998,1040.6144132999998,1041.8295074999996,['space'],1,3.894220466666411,4.921530466665899,None,1,['space'],0,[-4.0611447000001135],[0.36707919999935257],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,6,0,6,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.4156279,None,,,,,"[0.5120087648966403, 0.5120087648966403, 0.5120087648966403, 0.5120087648966403]","[3808.274166869922, 883.0409348987249, 663.8884719793363, 1542.7379504243954]",None,"[16.506253786942413, 18.368777138069806, 22.575394634166223, 18.0]",True,1043.4207203999995,1045.9686308,1045.9686308,1047.2082149999997,None,1,3.073566166666751,4.103586966667535,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.8457176000002,None,287.17458874925893,13.0,0.0005722000152378535,1,"[0.42123682664391177, 0.42123682664391177, 0.42123682664391177, 0.42123682664391177]","[798.1415444750745, 1163.1145624883816, 2598.670275735892, 929.4129002628115]",None,"[19.340815922505353, 16.41519521995837, 15.727744022958504, 17.536976808502533]",False,1054.8434721000003,1057.1366883,1057.1366883,1058.378412,['space'],1,2.7237301333325377,3.7382975333321156,None,1,None,1,,[0.4252905000003011],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.6263958999998,None,267.9433656340732,18.0,0.0011793657968902868,1,"[0.7577946549143239, 0.48697271683558, 0.5782974018307697, 0.41255219545989563]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[19.30427764440696, 20.30014022602802, 22.0, 25.0]",False,1059.6486832,1062.4949711999998,1062.4949711999998,1063.7128124,['space'],1,3.2397528666660946,4.255323866666004,None,1,None,1,,[0.5157608999998047],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.9577858000002,None,5684.637418514965,10.274006716020569,0.00041610947800216575,0,"[0.5294949028894915, 0.4849800090038093, 0.4902230903647286, 0.7976417638938941]","[4323.913663826354, 1056.3809962176917, 440.3048624667728, 201.69581472910556]",None,"[17.0, 16.52712978726722, 29.568218909581837, 21.32939044129742]",False,1064.9568850999995,1067.4876970999994,1067.4876970999994,1068.7129825000002,None,0,3.319231966666848,4.332635666666647,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.3384342999998,None,,,,,"[0.4068211351470482, 0.4068211351470482, 0.4068211351470482, 0.4068211351470482]","[1995.1294664668287, 131.46096298592607, 2899.046092636152, 136.7339277211434]",None,"[18.297056651816593, 20.022505355605915, 15.379151084288148, 20.0]",True,1070.3422799999998,1072.5819351,1072.5819351,1073.8055497999994,None,1,2.664926266666953,3.7224200666669276,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.1082534999996,None,987.9696171026411,11.000000000000002,0.00015509077023051837,0,"[0.741964180542819, 0.741964180542819, 0.741964180542819, 0.741964180542819]","[4573.280075154417, 172.94030954380958, 279.3205900016484, 6680.805138919878]",None,"[16.900627338425906, 19.6209483717776, 29.0, 18.0]",False,1075.1112139999996,1078.3524914,1078.3524914,1079.5748163999997,None,0,4.000389966666262,5.0368800666665265,None,1,['space'],0,[0.29616879999957746],,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.2009745999994,None,466.5164957684038,10.0,0.00023133830765383382,0,"[0.699254633943368, 0.699254633943368, 0.699254633943368, 0.699254633943368]","[418.3843430945315, 813.4130842239605, 701.474036271404, 3400.7895487399132]",None,"[30.0, 19.340815922505353, 21.479916871836636, 16.0]",False,1085.6263413999995,1088.7563645999999,1088.7563645999999,1089.9742992000001,None,0,3.8322675333347433,4.858157433334782,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.5375064999998,None,228.12446536090124,18.0,0.001670798344585813,1,"[0.549378124972182, 0.549378124972182, 0.549378124972182, 0.549378124972182]","[2832.235198388002, 2049.845184599525, 705.1870732545362, 189.87098535868452]",None,"[15.379151084288148, 18.0, 21.479916871836636, 20.30014022602802]",False,1091.5442818000001,1094.2183558999996,1094.2183558999996,1095.4420541999998,['space'],1,3.2350159666666514,4.270627566666008,None,1,None,1,,[0.5415196000003561],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.8666500999998,None,8000.0,17.0,0.0012851978913844323,0,"[0.6504316208843621, 0.5880616899625102, 0.4526756668621389, 0.6143125651592917]","[3626.7701144717016, 210.5563717968727, 216.4743077433992, 451.1696394885206]",None,"[16.506253786942413, 22.0, 22.667073298204066, 29.0]",False,1096.8938312,1099.6070092999998,1099.6070092999998,1100.8346001999998,None,0,3.3355405333331873,4.3696142333337775,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.3214853999998,None,,,,,"[0.4290161233721262, 0.4290161233721262, 0.4290161233721262, 0.4290161233721262]","[329.37499657843284, 261.4251080303132, 207.49324574910966, 164.6874982892164]",Major_3rd,"[31.087801539139534, 27.0, 22.0, 19.30427764440696]",True,1102.3288695,1104.6436334,1104.6436334,1105.8611883000003,None,1,2.7429757666668593,3.7665699666667933,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,7,0,7,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.1397459999998,None,3031.4331330207992,5.0,0.00010278205238789813,0,"[0.5986528527084658, 0.5986528527084658, 0.5986528527084658, 0.5986528527084658]","[2780.0817748614263, 2026.9747703611467, 5537.078099468531, 406.26067187531766]",None,"[15.379151084288148, 18.297056651816593, 16.27400671602057, 30.520988351585586]",False,1107.1667072,1110.0002605999998,1110.0002605999998,1111.2290985999998,None,0,3.4222901333341724,4.436884033333627,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
