tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.2813498000005,None,784.9814764136804,4.0,6.189158817342824e-05,0,"[0.519048046572804, 0.519048046572804, 0.519048046572804, 0.519048046572804]","[311.5201053586568, 392.4907382068403, 494.507342955576, 623.0402107173134]",Major_3rd,"[13.308224635178409, 11.833242802693402, 9.094045895017006, 8.241478389069105]",False,855.2829702999998,857.8658508999997,857.8658508999997,859.0862936000003,None,0,,3.115057629999683,4.1344809299998815,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.4585229000004,None,966.0068508107797,6.0,8.596846190647229e-05,1,"[0.779363001771061, 0.779363001771061, 0.779363001771061, 0.779363001771061]","[139.42952043200302, 4274.88087819333, 2509.2371908692194, 691.0732271488523]",None,"[9.926484340641395, 6.4937651097128235, 7.729781002044465, 8.86680171705992]",False,860.4646519999997,863.8233901000003,863.8233901000003,865.0486883000003,['space'],1,[0.38016099999958897],4.179304829999637,5.198452429999634,None,1,['space'],0,,[-4.208992600000329],,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.7037170000003,None,167.9837844985334,5.1951091177104205,0.0006948154660996379,1,"[0.4217442968877286, 0.707414528219349, 0.7663010910355361, 0.44434927809194047]","[1768.0281413297803, 964.5521908824715, 1230.3617348920409, 173.17604001939574]",None,"[14.0, 12.0, 15.663953319519575, 11.89549327517948]",False,866.7021427,869.6330362999997,869.6330362999997,870.8636781000005,['space'],1,[0.8501804000002267],3.39800693000052,4.43252123000002,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.1860508,None,8000.0,-16.0,2.8771996866857863e-05,1,"[0.726510825243913, 0.726510825243913, 0.726510825243913, 0.726510825243913]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[7.4017923300165425, 6.998383765704977, 4.0, -1.0]",False,872.2256926999999,875.4290637000004,875.4290637000004,876.6480517,['space'],1,[0.5179345999999896],3.9336469300005774,4.963149530000919,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.2438462,None,8000.0,-19.0,2.036901389020565e-05,1,"[0.541150165221598, 0.5840263010507949, 0.6494654094223435, 0.4187052749942637]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[4.0, 1.8335357558189784, -1.0, -4.0]",False,878.2687539999997,881.0752408999997,881.0752408999997,882.3032140000005,['space'],1,[0.43973700000015015],3.2135966299993015,4.2197791299995515,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.5391259999997,None,435.2752816480623,-5.0,4.203609419229965e-05,0,"[0.7237781581834893, 0.7237781581834893, 0.7237781581834893, 0.7237781581834893]","[2660.091189194338, 306.5970748448295, 5773.69736792685, 367.38262456316374]",None,"[7.357996047207937, 13.308224635178409, 1.0, 12.0]",False,883.5628287999998,886.7503722000001,886.7503722000001,887.9577823,None,0,,3.931587529999888,4.956757529999777,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.5738848000001,None,,,,,"[0.7155166131414951, 0.7155166131414951, 0.7155166131414951, 0.7155166131414951]","[1414.9667964096673, 1123.0598905603895, 891.3732258494266, 707.4833982048336]",Major_3rd,"[16.545527686064084, 14.764429412170614, 11.0, 8.86680171705992]",True,889.5865497000004,892.7574105000003,892.7574105000003,893.9831083999998,None,1,,3.8999420299996927,4.918860230000064,None,1,['space'],0,0,[-3.9997066000000814],,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.5374088999997,None,4620.1184566632965,-0.2529735132497361,0.00012297374774949212,1,"[0.43700180471642525, 0.43700180471642525, 0.43700180471642525, 0.43700180471642525]","[164.52392169354476, 667.244031224792, 4989.785775105757, 1652.7269629882167]",None,"[11.19510911771042, 8.446569919492394, 4.7303033788973785, 15.0]",False,895.5394515999997,897.8741110000001,897.8741110000001,899.0994616999997,['space'],1,[0.6772870999998304],2.808234430000084,3.834402929999669,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.4203118000005,None,287.17458874925893,-3.0,9.068759088766197e-05,0,"[0.4220050072984036, 0.5887444817957985, 0.6464467694715381, 0.43754917932525467]","[7299.070666966201, 145.22195816492962, 799.0751508166016, 165.5108920634769]",None,"[-5.0, 10.0, 10.0, 11.19510911771042]",False,900.4520972,903.1487066,903.1487066,904.3649532999998,None,0,,3.1360346299998128,4.16316082999947,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.6637533000003,None,718.8542138356046,3.0,6.126568558907218e-05,1,"[0.7840152003345777, 0.4185441879899835, 0.6839227393882628, 0.588087369226633]","[142.63874190680147, 213.71663643574712, 320.21314881796076, 479.77762698291656]",Perfect_5th,"[9.926484340641395, 13.565784481606322, 13.0, 9.745531665775763]",False,905.6673130999998,908.5779160000002,908.5779160000002,909.8055684999999,['space'],1,[0.3655350999993061],3.510514229999899,4.532506730000023,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.2442080999999,None,,,,,"[0.7410066570027323, 0.7410066570027323, 0.7410066570027323, 0.7410066570027323]","[1673.110461333833, 6890.574028984613, 439.7487776765599, 5438.696953799214]",None,"[15.0, -3.630994879265149, 10.466518661113334, 3.0]",True,911.2462194999998,914.513978,914.513978,915.7350527999997,None,1,,3.96444443999917,4.978657839999869,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2872686000001,None,342.0471947809366,6.413360172591144,0.00019167295430794356,1,"[0.7441385097299297, 0.6299126692853938, 0.6414138781959884, 0.40623763730764806]","[6477.418564460378, 689.3164368064031, 6120.16753257715, 951.1346589539805]",None,"[-1.8442053410312722, 8.86680171705992, 0.0, 12.0]",False,917.2874352999997,920.3477273999997,920.3477273999997,921.5670423000001,['space'],1,[0.3449472000006608],3.4633344300000317,4.464072929999929,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.7910257000003,None,164.93848884661182,-4.0,0.0002480517054570919,0,"[0.5829849288174747, 0.6180451501350822, 0.5366349466510865, 0.5138231825936079]","[831.2378961427879, 554.7847360339226, 370.27438807164117, 247.1285050882241]",Perfect_5th,"[10.161245385309872, 8.582694964616035, 12.0, 13.899582780124295]",False,922.8768904999997,925.6573279000004,925.6573279000004,926.8885872999999,None,0,,3.2921131099992635,4.293713409999327,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,5,0,5,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.2239502000002,None,5501.0082765481175,-4.0,8.471909223060709e-05,0,"[0.5116056204408677, 0.5116056204408677, 0.5116056204408677, 0.5116056204408677]","[3465.4180616344447, 3889.800255710496, 4366.153162539126, 4900.841222056115]",Tone,"[7.416849728278493, 7.0, 6.4937651097128235, 4.7303033788973785]",False,928.2255419000003,930.7794276000004,930.7794276000004,932.0022807000005,None,0,,3.0868543300002784,4.108252230000289,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.4447331000001,None,,,,,"[0.6859478630420499, 0.6859478630420499, 0.6859478630420499, 0.6859478630420499]","[5763.365999506753, 4574.386625247386, 3630.6930705134814, 2881.6829997533764]",Major_3rd,"[1.0, 5.747026486750264, 7.297497051478493, 7.262032003682652]",True,954.4459515999997,957.5167842000001,957.5167842000001,958.7391405999997,None,1,,3.7987202300000718,4.812382329999309,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.2906595000004,None,3249.0095854249403,-6.0,3.546262422465457e-05,0,"[0.6481080292865625, 0.6481080292865625, 0.6481080292865625, 0.6481080292865625]","[4657.789177273278, 216.61320950544925, 635.1235039000237, 1401.4441128671547]",None,"[5.747026486750264, 13.565784481606322, 8.241478389069105, 16.545527686064084]",False,960.3102486999996,963.2836274000001,963.2836274000001,964.5038695000003,None,0,,3.6174115300000267,4.6359487299996545,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.9931459999998,None,176.7766952966369,-4.0,0.00022084830614773677,0,"[0.4767340527876649, 0.6913218453910182, 0.43835621259370594, 0.42814492675978166]","[245.63160162360757, 255.3655165087802, 1513.5262867494753, 274.4066264542517]",None,"[13.899582780124295, 13.899582780124295, 16.27248937200469, 13.823623790394164]",False,966.0090842,968.6518346000003,968.6518346000003,969.8713063000005,None,0,,3.0584655299999213,4.08181803000025,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.1437192000003,None,3482.202253184498,-4.0,4.722761521385692e-05,1,"[0.5781945181001517, 0.5781945181001517, 0.5781945181001517, 0.5781945181001517]","[5527.651519871108, 4924.577653379668, 4387.299918778506, 3908.639873736986]",Tone,"[2.0, 4.7303033788973785, 6.4937651097128235, 7.0]",False,971.1613335000002,973.9310256999997,973.9310256999997,975.1311698,['space'],1,[0.4755073999999695],3.350956430000224,4.353823329999614,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.5560559000005,None,3110.2598399785247,1.3176841785985536,7.594873725038643e-05,0,"[0.592634489042348, 0.7314066485701997, 0.7423897903144776, 0.6194849327219832]","[410.79376424391677, 267.22538546423624, 4280.133338971711, 505.6426266257599]",None,"[11.0, 13.823623790394164, 6.4937651097128235, 9.0]",False,976.5511649999999,979.6531207999997,979.6531207999997,980.8523389000002,None,0,,3.7332414299989978,4.760217629998806,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.3550628000003,None,1069.4508547514429,7.7578574181035425,0.0001147087810943937,1,"[0.4841106551788421, 0.4841106551788421, 0.4841106551788421, 0.4841106551788421]","[5389.69457491763, 3597.1895602020377, 2400.835993981029, 1602.365784045903]",Perfect_5th,"[3.0, 7.416849728278493, 8.0, 15.461311896220947]",False,982.3566618000004,984.8467079000002,984.8467079000002,986.0557478000001,['space'],1,[0.49647760000016206],2.986314530000527,4.002120930000274,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.3993374000001,None,1505.512868263562,10.272489372004689,0.00015913357747432847,0,"[0.6502522853446979, 0.6502522853446979, 0.6502522853446979, 0.6502522853446979]","[827.8869186258379, 845.8054676909944, 127.38462942384464, 251.65317274649865]",None,"[10.161245385309872, 10.945713403216956, 9.102958615505726, 13.899582780124295]",False,987.4029012000001,990.3742088999998,990.3742088999998,991.5945947999999,None,0,,3.6335430299996005,4.650460529999691,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0922228999998,None,2828.42712474619,-3.0,4.636051375812108e-05,0,"[0.4020948534810247, 0.43321211015499295, 0.4599034195409583, 0.7446700896350252]","[815.2380765754494, 142.27122881751384, 1369.4041022829226, 1459.6747208318595]",None,"[10.161245385309872, 9.926484340641395, 16.545527686064084, 16.545527686064084]",False,993.1135351000003,995.4433454,995.4433454,996.6588277000001,None,0,,3.066021429999637,4.077093130000321,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.2442417000002,None,,,,,"[0.6166576859438566, 0.6166576859438566, 0.6166576859438566, 0.6166576859438566]","[1950.5422947382697, 2457.529295850996, 3096.292890575995, 3901.084589476539]",Major_3rd,"[12.0, 7.729781002044465, 7.317684178598554, 7.0]",True,998.2455750999998,1001.1243006000004,1001.1243006000004,1002.3251473,None,1,,3.513565530000051,4.534407630000715,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.8097994,None,250.0,-1.0,0.00014926913094589803,1,"[0.6372930372309047, 0.6372930372309047, 0.6372930372309047, 0.6372930372309047]","[157.49013123685913, 176.77669529663686, 198.42513149602493, 222.72467953508482]",Tone,"[10.518628407903087, 11.89549327517948, 13.0, 13.565784481606322]",False,1003.8265945000003,1006.7612879999997,1006.7612879999997,1007.990479,['space'],1,[0.37713680000024397],3.5826152299996465,4.612620829999287,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.4813098000004,None,453.26755746035457,4.0,0.0001170167438082704,1,"[0.42006225695069943, 0.4802181546837818, 0.5517483390516548, 0.7775503603930338]","[1343.461071077031, 1313.7525952535357, 1619.9968564460687, 158.24908052279434]",None,"[16.310816631830267, 16.310816631830267, 15.461311896220947, 11.0]",False,1009.4807062,1011.9576821,1011.9576821,1013.1814933000005,['space'],1,[0.3384843999997429],3.2600303299996085,4.282609929999126,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.8074754999998,None,125.0,3.0,0.001020868972334765,1,"[0.43495517287625096, 0.43495517287625096, 0.43495517287625096, 0.43495517287625096]","[7265.168709763684, 4670.843531566618, 416.2324102295036, 6105.1719316649105]",None,"[-5.0, 5.747026486750264, 11.0, 0.0]",False,1014.8317851000002,1017.1725431000004,1017.1725431000004,1018.3925460999999,['space'],1,[0.2559391999998297],2.753657430000203,3.7620524300000397,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.6664670999999,None,,,,,"[0.5193871334358219, 0.7673474379818035, 0.597318890412365, 0.7042238120134602]","[145.61409557566995, 183.46226417719046, 231.14796849821636, 291.2281911513398]",Major_3rd,"[10.0, 12.0, 13.818573845899522, 13.618319380339361]",True,1019.6564039000004,1022.5592759000001,1022.5592759000001,1023.7743092000001,None,1,,3.6399685299993507,4.640316429999075,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3302998999998,None,250.0,0.0,0.0001674827195789138,0,"[0.5340148111623199, 0.7502269304952517, 0.6067343546980578, 0.7573690469624239]","[601.012280844145, 6231.935753508557, 249.30446824591698, 323.63242258167406]",None,"[8.241478389069105, -1.0, 13.899582780124295, 13.0]",False,1025.3516133000003,1028.2830235000001,1028.2830235000001,1029.4934060000005,None,0,,3.6642656300000453,4.674462529999801,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,6,0,6,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.0801333,None,142.48347205478916,3.9264843406413945,0.0008911671440580694,1,"[0.7280535854772847, 0.7280535854772847, 0.7280535854772847, 0.7280535854772847]","[359.03585140787357, 284.9669441095783, 226.17841342785388, 179.51792570393678]",Major_3rd,"[12.413360172591144, 13.618319380339361, 13.818573845899522, 12.0]",False,1031.0845938000002,1034.3008089000004,1034.3008089000004,1035.5329837999998,['space'],1,[0.19027799999958006],3.971502330000476,5.003623530000368,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
