tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_late.rt,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_both,Audiogram_none,Audiogram_time,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.206244800007,None,1741.101126592249,15.0,0.0003549593748842735,1,"[0.4287505903070963, 0.4287505903070963, 0.4287505903070963, 0.4287505903070963]","[209.4935748336934, 206.87735451101616, 814.016425927845, 775.1344471252144]",None,"[15.349362697800428, 15.349362697800428, 16.949800256527006, 18.0]",False,797.217131900019,799.5408699000254,799.5408699000254,800.7799823000096,['space'],1,2.743682233383879,3.7749704333837144,None,1,,None,1,,[0.5906458999961615],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.033653600025,None,3249.0095854249403,16.0,0.0004464479880532507,1,"[0.4754937553477259, 0.6382288996493872, 0.4698325121580847, 0.5377681006664808]","[1289.3703084395788, 1624.5047927124706, 2046.747783993549, 2578.740616879157]",Major_3rd,"[15.0, 17.32461680880577, 17.68494805930083, 17.634980621918327]",False,802.1284753999789,804.7233645999804,804.7233645999804,805.9631885000272,['space'],1,3.1308615333400667,4.1515797332976945,None,1,,None,1,,[0.8857107000076212],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.3371114999754,None,,,,,"[0.4492874192765297, 0.4492874192765297, 0.4492874192765297, 0.4492874192765297]","[434.9946109066413, 387.5361412546824, 345.25545147685, 307.58763915168976]",Tone,"[30.56888273247342, 29.1779254713205, 27.0, 23.567420424198872]",True,807.3433389000129,809.7123188999831,809.7123188999831,810.9521818999783,None,1,2.826685866690241,3.8457290666992776,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.2365343000274,None,2542.6404897948983,11.495035524627113,0.00031268937133124695,0,"[0.7899893353340889, 0.7286451857666009, 0.6331829631060966, 0.737236083765932]","[504.5237735346699, 755.9315403395241, 1132.6175765249995, 1697.0089303023233]",Perfect_5th,"[29.379301110301753, 18.496205326765622, 14.273568653459192, 17.633147810913545]",False,812.2325163999922,815.4289362999843,815.4289362999843,816.6630082000047,None,0,3.9272300667362288,4.9640445667319,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.2489842000068,None,4924.577653379667,13.0,0.0006591109276268536,0,"[0.5751717243244173, 0.5751717243244173, 0.5751717243244173, 0.5751717243244173]","[7817.279747473972, 6964.404506368996, 6204.579047334942, 5527.651519871107]",Tone,"[15.0, 13.552112816577587, 12.404123558701539, 12.460225176586967]",False,818.2633271000232,821.0280488000135,821.0280488000135,822.2666027999949,None,0,3.3232434666715562,4.34555876662489,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.6655996000045,None,453.7656015279817,24.282871582023972,0.00120848668756566,1,"[0.5765260502321948, 0.5765260502321948, 0.5765260502321948, 0.5765260502321948]","[315.73680283892116, 5519.697402805719, 316.87563367372223, 6290.916218680101]",None,"[24.0, 12.460225176586967, 24.0, 12.789279036862018]",False,823.6705248000217,826.4400189000298,826.4400189000298,827.6685293000191,['space'],1,3.325682266615331,4.355758966645226,None,1,,None,1,,[0.4198834999697283],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.0752327999799,None,196.40619689834372,9.349362697800428,0.0008172243876983624,0,"[0.4438807048320738, 0.4438807048320738, 0.4438807048320738, 0.4438807048320738]","[494.9126036040409, 392.8123937966875, 311.7754035695042, 247.45630180202042]",Major_3rd,"[29.379301110301753, 30.0, 24.0, 17.918162811098448]",False,829.092753999983,831.4521076999954,831.4521076999954,832.6787228999892,None,0,2.818202166701667,3.8550045666634105,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.0002812999883,None,,,,,"[0.50674737773946, 0.50674737773946, 0.50674737773946, 0.50674737773946]","[5866.169151994087, 268.0804738222482, 270.4885841709678, 168.4484151564742]",None,"[12.404123558701539, 19.538121259105882, 20.0, 15.593117235502163]",True,834.0091822000104,836.5473741000169,836.5473741000169,837.7865851999959,None,1,3.056383666698821,4.0751001666649245,None,1,,['space'],0,[-3.4525841000140645],,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.2436982999789,None,2994.5901468299353,12.113642233224672,0.00022248826663784078,1,"[0.5060728815372479, 0.6003933149787041, 0.6376997103135651, 0.6500311915098351]","[5768.139397651036, 331.5280095036096, 3754.4701682349064, 3698.5190364097784]",None,"[12.460225176586967, 25.684115313435463, 17.730040329576703, 17.730040329576703]",False,859.2247530000168,861.9954732999904,861.9954732999904,863.2409325999906,['space'],1,3.421318366599735,4.45614726661006,None,1,,None,1,,[0.44905589998234063],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.7359985000221,None,250.0,20.0,0.0016748271957891384,1,"[0.4548754327877378, 0.4548754327877378, 0.4548754327877378, 0.4548754327877378]","[410.17378738726387, 533.2548843927374, 371.8978953098878, 404.7411346613122]",None,"[30.194537947803656, 28.0, 29.0, 30.194537947803656]",False,864.7484104000032,867.1375658999896,867.1375658999896,868.3503877000185,['space'],1,2.845774866640568,3.861381466675084,None,1,,None,1,,[0.46228450001217425],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.6645476000267,None,1319.5079107728945,15.0,0.0002968238326132414,1,"[0.4958188036887007, 0.6520435422931923, 0.6096461226482457, 0.4069061809342027]","[1365.7736560790097, 1831.0664304858162, 193.73997386551179, 2451.7483197308297]",None,"[16.0, 17.73603578707793, 15.196392041115487, 17.495035524627113]",False,869.6871245999937,872.4874697999912,872.4874697999912,873.7170702000149,['space'],1,3.1894306666217744,4.221848566608969,None,1,,None,1,,[0.3643496999866329],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.9698603000143,None,,,,,"[0.7220057491410676, 0.7220057491410676, 0.7220057491410676, 0.7220057491410676]","[7809.335048258469, 5212.105828491137, 3478.6632920109478, 2321.7292007072724]",Perfect_5th,"[15.0, 13.0, 18.14131397789337, 17.481046052572484]",True,874.9711939999834,878.1785720000044,878.1785720000044,879.4106731999782,None,1,3.931703466689214,4.949860366701614,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.9591199000133,None,4821.370870523732,8.0,0.00035280782691706944,1,"[0.5172229276968541, 0.6666273828146544, 0.7216218095548603, 0.40811922487206787]","[3116.620354034825, 680.198204680908, 4558.884754122721, 355.0559793409318]",None,"[18.113642233224674, 21.0, 15.0, 27.619031884387162]",False,880.9805349999806,883.9264015000081,883.9264015000081,885.1380689999787,['space'],1,3.336074566585012,4.36878136661835,None,1,,None,1,,[0.4271720999968238],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.3955827000318,None,757.8582832551998,21.0,0.00045199635245948133,1,"[0.5022617009746515, 0.7247387818950276, 0.4327669489392949, 0.7124863948092355]","[1456.935169575032, 3767.6290076296414, 560.901887169792, 434.2171194775873]",None,"[16.129914452154452, 17.730040329576703, 27.0, 30.56888273247342]",False,887.6323539000005,890.3081423999975,890.3081423999975,891.5459268999984,['space'],1,3.4053619334008545,4.43990913341986,None,1,,None,1,,[0.37191129999700934],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.1195792999933,None,915.535815904359,9.0,0.0001173907662136451,1,"[0.6069590445921226, 0.6407905173113146, 0.798431710846886, 0.4555584008169635]","[3974.4237710089283, 6552.770860194183, 5877.872585009491, 1862.9737848919028]",None,"[17.003046537838127, 12.789279036862018, 12.404123558701539, 17.73603578707793]",False,893.1344677000307,896.2110511999927,896.2110511999927,897.4511360999895,['space'],1,3.5208848665934056,4.531095266633201,None,1,,None,1,,[0.8233586000278592],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.7130487000104,None,1071.7734625362941,13.0,0.00021018482538189467,1,"[0.7853531845708063, 0.5307451863642862, 0.760380786103129, 0.44449820085083097]","[1868.7743048640948, 464.465232429434, 155.8570135461889, 1452.924128643982]",None,"[17.73603578707793, 30.282871582023972, 16.0, 16.129914452154452]",False,902.4599598000059,905.5678992000176,905.5678992000176,906.790007499978,['space'],1,3.551037199969869,4.590155799931381,None,1,,None,1,,[0.45410470000933856],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.1028375999886,None,287.03926231412515,15.463078262892944,0.0007606547093203066,1,"[0.6333947352738822, 0.6333947352738822, 0.6333947352738822, 0.6333947352738822]","[241.84665291499022, 2190.2265605288503, 165.40693861578282, 1338.63622438612]",None,"[17.0, 17.568232151664297, 15.593117235502163, 15.401470255701224]",False,908.0983013000223,911.0151426999946,911.0151426999946,912.2445056000142,['space'],1,3.5502978666336276,4.59160186664667,None,1,,None,1,,[0.5339438999653794],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.7427235000068,None,3732.1319661472303,19.0,0.0007062095770881294,1,"[0.5932708374370281, 0.5932708374370281, 0.5932708374370281, 0.5932708374370281]","[2351.0958125672173, 2639.0158215457886, 2962.195104573129, 3324.9515845711517]",Tone,"[17.481046052572484, 17.634980621918327, 18.0, 18.242212058307175]",False,913.7583802000154,916.5731422000099,916.5731422000099,917.7789822000195,['space'],1,3.397650866652839,4.4310062666772865,None,1,,None,1,,[0.5028782000299543],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.242472700018,None,,,,,"[0.6568696547487995, 0.42768853365075693, 0.44701780815522874, 0.5357701253144103]","[691.7589144486893, 7870.2062875512565, 5427.300960423187, 908.5675784331297]",None,"[21.0, 15.678064134582272, 12.95884971653413, 15.0]",True,919.2608210000326,921.8108951000031,921.8108951000031,923.0470876999898,None,1,3.102483766619116,4.13702616665978,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.4471316999989,None,125.0,13.0,0.003228271145173279,1,"[0.44974676507389066, 0.6739823903142836, 0.4421971468893502, 0.5662480042651525]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[24.0, 30.194537947803656, 21.0, 15.196392041115487]",False,924.4582310999976,927.0645081999828,927.0645081999828,928.2864117000136,['space'],1,3.167604533373378,4.1894591333693825,None,1,,None,1,,[0.5652228000108153],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.7054504000116,None,1880.41944015345,11.736035787077933,0.00026806402389109476,1,"[0.5208770584592426, 0.49123182593267356, 0.6579031393567404, 0.4443867744287644]","[1184.5900176404318, 1329.6573376075155, 1492.4898987205195, 1675.263268798883]",Tone,"[14.273568653459192, 15.401470255701224, 16.799106454687937, 17.32461680880577]",False,929.7223425999982,932.4317744,932.4317744,933.6457250000094,['space'],1,3.152147366607096,4.186034666607156,None,1,,None,1,,[0.5234172999626026],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.9614096999867,None,376.9857532911249,23.0,0.0011657542163856114,1,"[0.5798054717142587, 0.48336259076204197, 0.5505371232920324, 0.6027263093776456]","[3862.6248789962137, 920.0223707539225, 1602.3032197258508, 133.68340587340012]",None,"[17.730040329576703, 15.0, 17.32461680880577, 16.957541303895]",False,934.9835023999913,937.6189856000128,937.6189856000128,938.8698994999868,['space'],1,3.2601341666886583,4.268303766672034,None,1,,None,1,,[0.5632149999728426],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.2990545000066,None,,,,,"[0.44469854361430894, 0.46749329560284497, 0.6047828238501529, 0.4970037448988814]","[1118.9825475863427, 338.53018696944565, 460.9855983400261, 897.9425035263237]",None,"[14.273568653459192, 25.999999999999996, 30.282871582023972, 15.0]",True,940.2992069000029,942.8289035999915,942.8289035999915,944.057466200029,None,1,3.052457466663327,4.081211966695264,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.4204012000118,None,8000.0,13.0,0.0008109050486794653,1,"[0.6937237136077228, 0.4681161807858253, 0.43379299806747823, 0.46360897739775364]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[13.816603791135027, 12.460225176586967, 12.789279036862018, 14.0]",False,945.517168099992,948.1252659999882,948.1252659999882,949.3455502000288,['space'],1,3.0914885999518447,4.12209689989686,None,1,,None,1,,[0.5830159999895841],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.679523000028,None,1590.5514655825343,11.0,0.00019852635450802385,1,"[0.46890191927801106, 0.46499341705844444, 0.7869681077208068, 0.44638574740931564]","[1001.9846362142878, 1124.6897271396115, 1262.421534837638, 1417.0202618237179]",Tone,"[14.255459156384784, 14.273568653459192, 15.0, 16.129914452154452]",False,950.6941595000098,953.4427600000054,953.4427600000054,954.6483552000136,['space'],1,3.186751566710882,4.2183168667252176,None,1,,None,1,,[0.5578630000236444],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.9740854999982,None,8000.0,11.0,0.000644124775846567,0,"[0.6170116589479167, 0.4329166082010611, 0.46424159904783907, 0.4507093226252753]","[548.2465216925636, 6152.664426394765, 780.8319601041644, 1787.577385496249]",None,"[27.0, 12.404123558701539, 18.0, 17.633147810913545]",False,955.9971191000077,958.54107690003,958.54107690003,959.7660716000246,None,0,2.974089366616681,4.020655466592871,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0729026999907,None,812.2523963562351,21.0,0.0004344041451495799,1,"[0.780986660729831, 0.780986660729831, 0.780986660729831, 0.780986660729831]","[1600.7701591312311, 359.49369259081476, 3711.1247829656195, 912.8209665580107]",None,"[17.32461680880577, 28.0, 17.730040329576703, 15.0]",False,961.100146599987,964.4954311000183,964.4954311000183,965.7168308999971,['space'],1,4.129971566668246,5.152003766677808,None,1,,None,1,,[0.14026200002990663],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,5,0,5,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.3058317999821,None,,,,,"[0.4119722988094225, 0.5919494255862398, 0.6287927199970869, 0.5467706431243282]","[1817.1279618560216, 1618.8769719144968, 1442.2554191055392, 1284.9035041120826]",Tone,"[17.73603578707793, 17.32461680880577, 16.129914452154452, 15.0]",True,967.3205310999765,969.984081499977,969.984081499977,971.2005434000166,None,1,3.2057402666541748,4.230329966638237,None,1,,['space'],0,[-2.5215297000249848],,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,6,0,6,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.9665160999866,None,4593.384504609216,8.894798918563994,0.0003474121481502217,1,"[0.5826343470525841, 0.5826343470525841, 0.5826343470525841, 0.5826343470525841]","[7291.543394711096, 6496.0266636127735, 5787.301827618085, 5155.899779716195]",Tone,"[14.0, 12.789279036862018, 12.460225176586967, 13.0]",False,980.9749632999883,983.7585392000037,983.7585392000037,984.9787242999882,['space'],1,3.3726953666773625,4.396307866671123,None,1,,None,1,,[0.41129160003038123],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,6,0,6,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.4214569000178,None,1148.6983549970344,14.0,0.0002519571877230455,1,"[0.48463790692888054, 0.48463790692888054, 0.48463790692888054, 0.48463790692888054]","[2894.5384748807546, 2297.3967099940687, 1823.4449771164327, 1447.2692374403773]",Major_3rd,"[18.0, 17.481046052572484, 17.73603578707793, 16.129914452154452]",False,987.9950083000003,990.4876985999872,990.4876985999872,991.7250332999974,['space'],1,2.947543266636785,3.9846250666305423,None,1,,None,1,,[0.7502914000069723],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
