tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.8842937999871,None,1948.1153692618823,37.0,0.005130414472751858,0,"[0.7205811913960378, 0.7205811913960378, 0.7205811913960378, 0.7205811913960378]","[3092.44038652173, 2755.0511762776246, 2454.4715613567696, 2186.685567724663]",Tone,"[44.0, 43.91363634999545, 43.24799782389515, 42.843714326279006]",False,823.898191699991,827.0789274000563,827.0789274000563,828.2949251000537,None,0,3.9102889401838183,4.93807484023273,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.2482465000357,None,,,,,"[0.5799459917288341, 0.5799459917288341, 0.5799459917288341, 0.5799459917288341]","[445.1359080011978, 353.3046043149605, 280.4180502773884, 222.5679540005989]",Major_3rd,"[31.0, 25.508643194256045, 22.622938488500367, 21.381870299461333]",True,837.2407536000246,840.0157707000617,840.0157707000617,841.2220689000096,None,1,3.3406960401916876,4.363762340159155,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.6395827999804,None,267.9433656340732,17.0,0.0010511108728813205,1,"[0.6281932119816616, 0.6281932119816616, 0.6281932119816616, 0.6281932119816616]","[153.53329040481327, 850.4972964296279, 2491.782679632081, 6118.269309789403]",None,"[22.78182025365567, 33.83510414802811, 43.24799782389515, 39.141408306701194]",False,842.6651814000215,845.5890849999851,845.5890849999851,846.8253432000056,['space'],1,3.537384740076959,4.564398840186186,None,1,None,1,,[0.3009273000061512],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.2714578000596,None,1148.6983549970344,31.0,0.0017837202889381294,0,"[0.7498144443165321, 0.7023376209026628, 0.7111925858329963, 0.5440930362949481]","[7809.954169740482, 2678.5666554062004, 3501.4606671834426, 2046.8731741986908]",None,"[44.865571088928796, 43.605416509454585, 43.0, 42.90010724484241]",False,848.2991800999735,851.4937735999702,851.4937735999702,852.7238438000204,None,0,3.7202883401187137,4.735510640195571,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0905981999822,None,8000.0,35.0,0.01020868972334765,0,"[0.49016809114541154, 0.5495797607615078, 0.7970708212326473, 0.7988902835830451]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[43.7732142657211, 40.70748826461904, 37.44107461450291, 40.0]",False,854.1116298000561,856.9619096999522,856.9619096999522,858.1826385000022,None,0,3.6470676402095705,4.6671608401229605,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.8353676999686,None,228.09762449035986,15.415962982174147,0.0012411685079417273,1,"[0.7768263712815973, 0.7768263712815973, 0.7768263712815973, 0.7768263712815973]","[195.58266993595595, 3283.385448865685, 138.1412565736024, 2507.6829542711052]",None,"[21.75926950267614, 43.7732142657211, 23.609039372773694, 43.24799782389515]",False,859.823459599982,863.1873717999551,863.1873717999551,864.4026337000541,['space'],1,4.144861840177327,5.1652707401663065,None,1,None,1,,[0.3234843999380246],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.0260605999501,None,2828.42712474619,42.0,0.008244194705489294,1,"[0.5629628021069768, 0.5629628021069768, 0.5629628021069768, 0.5629628021069768]","[4924.066109472912, 283.0307627177267, 2448.0976847039105, 1688.1502252783973]",None,"[37.44107461450291, 22.622938488500367, 43.24799782389515, 43.33907123251382]",False,867.113665199955,869.8272978999885,869.8272978999885,871.0344673000509,['space'],1,3.2686866803560406,4.292202880373225,None,1,None,1,,[0.35964040004182607],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.4552306999685,None,,,,,"[0.4067460236468232, 0.4067460236468232, 0.4067460236468232, 0.4067460236468232]","[293.8343840027464, 329.81794453144556, 370.20812558795353, 415.54457094822794]",Tone,"[23.0, 24.33777877591176, 26.0, 29.0]",True,872.4724789999891,874.7052976000123,874.7052976000123,875.9180734000402,None,1,2.664310340071097,3.660298240138218,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.1681028000312,None,176.5752237102802,16.08165514605822,0.0022340160866273573,1,"[0.697545320333951, 0.5012454353176113, 0.4027841784064286, 0.46727875345816144]","[5720.980749917514, 6569.445805727413, 4004.6932827774817, 306.7326866903188]",None,"[38.0, 41.0, 40.70748826461904, 23.385027500518813]",False,877.1807929000352,879.80368979997,879.80368979997,881.0059453999856,['space'],1,3.103661240078509,4.126826040097512,None,1,None,1,,[0.45452000002842396],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.3489334000042,None,437.4451088381416,24.304489664930905,0.0012251865525377077,1,"[0.6024401377438965, 0.6024401377438965, 0.6024401377438965, 0.6024401377438965]","[1387.6123033432232, 647.2775518534326, 197.73933293407757, 132.31772935037395]",None,"[43.0, 35.0, 21.51025092793338, 23.609039372773694]",False,882.359280899982,885.2042623000452,885.2042623000452,886.4260729999514,['space'],1,3.4451273400336504,4.451091540046036,None,1,None,1,,[0.41736019996460527],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.8533112000441,None,125.0,16.0,0.004560054196779551,1,"[0.41068556994867567, 0.41068556994867567, 0.41068556994867567, 0.41068556994867567]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[24.0, 21.633804144956393, 21.51025092793338, 22.78182025365567]",False,887.8763109999709,890.1299706000136,890.1299706000136,891.3365262000589,['space'],1,2.692992640193552,3.6945235402090475,None,1,None,1,,[0.5903497999534011],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.6207933999831,None,324.8563972201486,18.0,0.0007630501904886374,1,"[0.4597867625523476, 0.7391785288927937, 0.7687205283010131, 0.7642966288926749]","[818.5868261013513, 649.7127944402973, 515.6773866858632, 409.2934130506756]",Major_3rd,"[33.45210865578541, 34.77164448763786, 34.0, 28.544879706665434]",False,892.6348238000646,895.6157259000465,895.6157259000465,896.8420582000399,['space'],1,3.7773727402091026,4.7923294401261955,None,1,None,1,,[0.2784098000265658],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.4719061000505,None,,,,,"[0.7102133295159435, 0.727416431937864, 0.7513595006315261, 0.727045942864718]","[2954.6944510938906, 3316.532385703187, 3722.681734940771, 4178.568965405509]",Tone,"[44.0, 43.7732142657211, 42.04590300125809, 40.0]",True,898.4829583000392,901.7089960000012,901.7089960000012,902.9179719999665,None,1,3.945553940255195,4.965555140166543,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.4845049000578,None,557.8142306458975,29.0,0.0017593940463832842,1,"[0.5347326396510252, 0.5347326396510252, 0.5347326396510252, 0.5347326396510252]","[221.36872413253246, 278.9071153229488, 351.4009455608401, 442.7374482650648]",Major_3rd,"[21.381870299461333, 22.622938488500367, 25.508643194256045, 31.0]",False,904.4971421000082,907.1272405000636,907.1272405000636,908.3309003000613,['space'],1,3.1640513400780037,4.192741640144959,None,1,None,1,,[0.36686599999666214],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.7329071999993,None,5278.031643091578,37.0,0.010087751046562562,1,"[0.5664135193726622, 0.4052239150523682, 0.6707680315506586, 0.4936732059825197]","[1047.294122820627, 1569.168195793502, 2351.095812567218, 3522.6634943845947]",Perfect_5th,"[37.0, 43.49534248380189, 43.00000000000001, 43.0]",False,909.7588437000522,912.4254929999588,912.4254929999588,913.6320419999538,['space'],1,3.160540340235457,4.189336140174419,None,1,None,1,,[0.3040325000183657],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.9957049000077,None,153.8930516681146,14.0,0.0023329782699312526,0,"[0.5004935076909253, 0.5004935076909253, 0.5004935076909253, 0.5004935076909253]","[531.2053535022061, 688.5817093844943, 597.6591176800761, 291.8529512384665]",None,"[34.65065241278761, 34.14547453139008, 35.20851958385715, 22.622938488500367]",False,915.0226068999618,917.5422340000514,917.5422340000514,918.7492902999511,None,0,3.0203129401197657,4.030924140126444,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.1197214999702,None,176.7766952966369,12.0,0.0013934586077992473,1,"[0.640358196630019, 0.640358196630019, 0.640358196630019, 0.640358196630019]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[22.622938488500367, 21.633804144956393, 21.381870299461333, 21.51025092793338]",False,920.187269099988,923.133458300028,923.133458300028,924.3498365000123,['space'],1,3.5863069602055475,4.615724060218781,None,1,None,1,,[0.29165580007247627],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.8616355999839,None,3408.7530803848376,37.11180246142274,0.0052752137143127695,1,"[0.5636789073792003, 0.5636789073792003, 0.5636789073792003, 0.5636789073792003]","[2532.609630785564, 810.5187934408668, 1389.4011555124766, 907.4861882017447]",None,"[43.24799782389515, 33.45210865578541, 43.0, 34.80359918411726]",False,925.870960899978,928.59319220006,928.59319220006,929.806158500025,['space'],1,3.2919025401351973,4.31997214013245,None,1,None,1,,[0.3842908999649808],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.2350888999645,None,,,,,"[0.5144472155284394, 0.5037635275044925, 0.5164852549257208, 0.5547171445189568]","[3438.3117763263203, 168.46328995866, 410.86663081359313, 667.727081286404]",None,"[43.11180246142274, 22.427865668147323, 29.0, 34.77164448763786]",True,931.2438375999918,933.7942755999975,933.7942755999975,935.0031685000286,None,1,3.1223805401241407,4.149197740131058,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.4274144000374,None,1418.4555843555486,37.15895965915695,0.0036286847333759885,0,"[0.7484645183645096, 0.6589646878219741, 0.45531031475264677, 0.6575115448364228]","[893.5710245352442, 1002.9995625097353, 1125.8289433880825, 1263.7002618413642]",Tone,"[34.0, 36.25469760911161, 39.0, 42.0]",False,936.4446988999844,939.3434569999808,939.3434569999808,940.5712493000319,None,0,3.5575640401802957,4.560194540186785,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,5,0,5,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.0513565000147,None,899.7310846209538,28.0,0.001034962920424026,0,"[0.6358233607810801, 0.6358233607810801, 0.6358233607810801, 0.6358233607810801]","[178.52925877697388, 267.4916518550884, 400.7846349799124, 600.4984548938404]",Perfect_5th,"[22.0, 22.041006007444324, 28.0, 35.20851958385715]",False,942.0645680000307,944.9949213999789,944.9949213999789,946.2026036999887,None,0,3.585319340112619,4.610933040152304,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.0535959999543,None,870.5505632961246,29.0,0.0011378728349083936,1,"[0.5576221181268624, 0.5576221181268624, 0.5576221181268624, 0.5576221181268624]","[153.0298446246191, 1035.3812894429525, 880.8115372372891, 1474.508346515649]",None,"[22.78182025365567, 37.0, 34.0, 43.49534248380189]",False,953.0750991000095,955.7711846999591,955.7711846999591,956.9810993999708,['space'],1,3.248797540087253,4.267850339994766,None,1,None,1,,[0.40321719995699823],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.4007739999797,None,,,,,"[0.5680963530645461, 0.5680963530645461, 0.5680963530645461, 0.5680963530645461]","[135.47931297452058, 6772.750099174189, 250.65086185661127, 512.4379104176256]",None,"[23.609039372773694, 42.0, 21.633804144956393, 34.0]",True,958.3913307000184,961.1278394999681,961.1278394999681,962.3561897999607,None,1,3.3096258401637897,4.319928640150465,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.7507324999897,None,353.5533905932738,16.0,0.0005591060055563458,1,"[0.617509849444462, 0.617509849444462, 0.617509849444462, 0.617509849444462]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[21.381870299461333, 21.633804144956393, 22.622938488500367, 24.0]",False,963.7646980000427,966.6553879999556,966.6553879999556,967.8724400000647,['space'],1,3.4821619401918724,4.505915340152569,None,1,None,1,,[0.38827300001867115],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.3255099999951,None,2143.5469250725882,41.0,0.008751051287496474,0,"[0.704314085827282, 0.7873304942551131, 0.7677545403067335, 0.6662587716501971]","[850.6671609508569, 1071.7734625362946, 1350.3499461681915, 1701.334321901713]",Major_3rd,"[33.83510414802811, 37.971631624891515, 42.41586704910984, 43.33907123251382]",False,969.329058000003,972.6102196000284,972.6102196000284,973.8108277999563,None,0,3.962845440255478,4.97376194014214,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.3525095999939,None,1866.0659830736151,37.0,0.004868135812041065,0,"[0.40292741199158605, 0.497254602462008, 0.6636573882289831, 0.6210292464399737]","[826.6535111720606, 765.0506044836353, 6790.04764933034, 216.36371973773385]",None,"[33.45210865578541, 33.61213434736711, 42.0, 21.381870299461333]",False,975.3844132999657,977.9756178000243,977.9756178000243,979.2058671000414,None,0,3.1943886402295902,4.22376404015813,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.660654700012,None,,,,,"[0.5609979375819527, 0.5609979375819527, 0.5609979375819527, 0.5609979375819527]","[4181.90669935158, 1092.2865419347202, 579.2717380095356, 2179.1968890369017]",None,"[40.0, 38.0, 35.20901132748202, 42.843714326279006]",True,980.6590125999646,983.3633813000051,983.3633813000051,984.5644522999646,None,1,3.2889003400923684,4.29556074005086,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.9943512000609,None,1657.4522321224008,37.51466302373089,0.004457742706591961,1,"[0.48045007199604345, 0.48045007199604345, 0.48045007199604345, 0.48045007199604345]","[3447.4749047024266, 1208.8539767534858, 569.5062114501657, 1162.1520942280563]",None,"[43.11180246142274, 41.0, 35.20901132748202, 40.0]",False,985.997607300058,988.4515325999819,988.4515325999819,989.6567116000224,['space'],1,2.946658540167846,3.9579927400918677,None,1,None,1,,[0.36217420001048595],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0054960000562,None,546.5250486678203,28.650652412787608,0.0017377134513998204,1,"[0.5005555581087869, 0.5944474895650536, 0.5400127171791664, 0.6557732839689581]","[344.28920655570334, 386.4515680013236, 433.77721859113467, 486.89846528974766]",Tone,"[25.0, 27.0, 30.304489664930905, 33.0]",False,991.0195962999715,993.678161400021,993.678161400021,994.8841797000496,['space'],1,3.3323524402221665,4.341815140214749,None,1,None,1,,[0.29905140004120767],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,6,0,6,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.4120285999961,None,4772.220782121905,32.0,0.005456994797211058,1,"[0.6510147215926798, 0.6123569995580258, 0.42396897050230925, 0.589920170652694]","[7366.532343323316, 352.3507905415114, 247.15911782621828, 4960.57763940933]",None,"[43.81623325735383, 25.508643194256045, 21.633804144956393, 37.44107461450291]",False,996.4154532999964,999.1180507000536,999.1180507000536,1000.3276863000356,['space'],1,3.307408040156588,4.335851640207693,None,1,None,1,,[0.2961902000242844],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
