tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.7970983999548,None,,,,,"[0.7541692774906112, 0.6113606121218504, 0.6522307681570387, 0.6473261572165292]","[1938.5724196233696, 2175.9739689265048, 2442.4481982291204, 2741.555407473796]",Tone,"[2.0, 5.0, 8.659301605231226, 9.878919472691907]",True,747.8081177000422,750.85644220002,750.85644220002,752.0869338000193,['space'],0,3.6973533666459844,4.715441566659138,None,1,None,1,,[0.2714488999918103],0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.56315609999,None,886.3317630638832,7.688050401699729,9.892236366362203e-05,1,"[0.43738448284598075, 0.43738448284598075, 0.43738448284598075, 0.43738448284598075]","[998.8099562325837, 991.5183103149454, 1834.4923995314705, 7461.958389352383]",None,"[11.26840669618649, 11.26840669618649, 0.0, -7.8538551942580295]",False,753.586273199995,755.9235725000035,755.9235725000035,757.1511546999682,['space'],1,2.778079766780138,3.7964425667887554,None,1,None,1,,[0.38730399997439235],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.4286566999508,None,125.0,-9.0,0.0002564306919956826,0,"[0.5696908133139265, 0.5696908133139265, 0.5696908133139265, 0.5696908133139265]","[213.0299251783633, 1667.996138559958, 1398.461845029382, 1990.3634563942146]",None,"[10.432425410968461, -2.0, -1.7074087051123037, 2.620414932981827]",False,759.5304065999808,762.2789804999484,762.2789804999484,763.5073930999497,None,0,3.3034768999787048,4.321451699943282,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.8987932000309,None,822.0014095953952,7.291513861600708,9.027484341187125e-05,0,"[0.6531954048100563, 0.6531954048100563, 0.6531954048100563, 0.6531954048100563]","[2071.313757984992, 1644.0028191907907, 1304.8459023110734, 1035.656878992496]",Major_3rd,"[4.0, -2.0, 0.10081202206185047, 10.0]",False,764.9110420000507,767.9005402000621,767.9005402000621,769.1374863999663,None,0,3.6409886666806415,4.665615366655402,None,1,['space'],0,[0.5329740999732167],,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.6250910999952,None,554.855143553628,-3.0,4.4520781330685915e-05,0,"[0.7445711859348402, 0.7445711859348402, 0.7445711859348402, 0.7445711859348402]","[524.107343015404, 152.76319800223828, 619.239447708299, 212.42716605365564]",None,"[2.0, 10.062230116357714, 5.458044982307854, 10.432425410968461]",False,770.6336043999763,773.9075233000331,773.9075233000331,775.121396600036,None,0,4.021565866773017,5.049196966807358,None,1,['space'],0,[0.5881834999890998],,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.7300853000488,None,4594.793419988137,-8.0,4.970983918879286e-05,0,"[0.6742143539890673, 0.6742143539890673, 0.6742143539890673, 0.6742143539890673]","[7293.779908465733, 6498.019170849882, 5789.07694976151, 5157.481233758314]",Tone,"[-7.0, -5.1394793270469705, -4.0, -3.5611283207333813]",False,776.7540269000456,779.8021398000419,779.8021398000419,781.0327846000437,None,0,3.7151969666592777,4.735876866732724,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.5377475999994,None,569.3630339883001,-2.3938880389558004,4.6020407959979475e-05,0,"[0.6601986073808077, 0.6601986073808077, 0.6601986073808077, 0.6601986073808077]","[1434.7049431077392, 1138.7260679766005, 903.8074791048334, 717.3524715538695]",Major_3rd,"[-2.0, 6.0, 13.000626279128747, 10.0]",False,782.5580645999871,785.5632833000273,785.5632833000273,786.7974606000353,None,0,3.6771448666695505,4.70651916670613,None,1,['space'],0,[-3.7381004000781104],,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.3190026000375,None,2143.5469250725882,-3.0,5.521540081768751e-05,1,"[0.46391966377319466, 0.46391966377319466, 0.46391966377319466, 0.46391966377319466]","[781.9285151848808, 4254.950997456433, 3425.4215098011387, 1913.080953051163]",None,"[13.0, -1.0, 6.0, 1.0]",False,788.3481414000271,790.7788594999583,790.7788594999583,792.0027448000619,['space'],1,2.8883037333143875,3.9222554332809523,None,1,['space'],0,[-3.483299499959685],[0.013145600096322596],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.310125399963,None,353.5533905932738,-11.0,2.4974347895508498e-05,0,"[0.7770830124648282, 0.4872812674962037, 0.44620568195597726, 0.6251231023835168]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[9.883499719674859, 10.41839078124893, 10.432425410968461, 8.0]",False,793.4115990999853,796.1440506000072,796.1440506000072,797.3664075999986,None,0,3.3481999334180728,4.3816697334405035,None,1,['space'],0,[0.49619149998761714],,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.8497925000265,None,267.9433656340732,-1.0,0.0001323270188483443,1,"[0.7423727258245647, 0.7423727258245647, 0.7423727258245647, 0.7423727258245647]","[425.3335804754277, 378.9291416275994, 337.5874865420474, 300.75625902052906]",Tone,"[2.0, 3.5416604876652187, 5.0, 7.0]",False,798.8761657000287,802.1338486999739,802.1338486999739,803.3732925000368,['space'],1,3.991201466647908,5.016193666611798,None,1,None,1,,[0.4973325999453664],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.944256799994,None,2826.5925874429863,3.8789194726919067,0.00010252968288014014,1,"[0.5719421990925257, 0.48714678981809245, 0.5542228522195622, 0.6459892045495945]","[1780.6417501981164, 1998.7027862325647, 2243.4680233962554, 2518.2077128579413]",Tone,"[-1.0, 2.620414932981827, 6.0, 9.0]",False,804.9589651999995,807.6007662999909,807.6007662999909,808.8369549999479,['space'],1,3.276165066752583,4.291350366664119,None,1,None,1,,[0.406814300105907],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.2985286000185,None,,,,,"[0.6931255295969743, 0.6931255295969743, 0.6931255295969743, 0.6931255295969743]","[7977.369204235236, 4503.449079184063, 2271.050348417891, 6318.342284521031]",None,"[-9.323229806476323, -2.0, 6.990211164607461, -5.0]",True,810.3145075000357,813.425305700046,813.425305700046,814.6500283000059,None,1,3.8153796666301787,4.839812066638842,None,1,['space'],0,[0.3673891000216827],,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.1951878999826,None,125.0,-3.0,0.0005116464961403772,1,"[0.4381574195338862, 0.7509571845763751, 0.4960891351392806, 0.5059611937161159]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[6.8241492997937545, 9.542511536681426, 10.567047562418644, 10.062230116357714]",False,816.2208265999798,818.9278306999477,818.9278306999477,820.1647750999546,['space'],1,3.199098866782151,4.223916166694835,None,1,None,1,,[0.2952423000242561],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.2756286000367,None,620.0746956500765,-0.541955017692146,4.952448739103884e-05,0,"[0.5655062788727203, 0.5655062788727203, 0.5655062788727203, 0.5655062788727203]","[163.3878864659732, 184.9068668250494, 181.9522404684579, 2458.40113074688]",None,"[10.245471099602025, 10.543619371000801, 10.41839078124893, 8.659301605231226]",False,825.2789401999908,828.002842899994,828.002842899994,829.2227959999582,None,0,3.2909773666178808,4.327298466698267,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.6558523999993,None,403.74985561281,-3.4006431851803463,5.162374430709777e-05,1,"[0.6276229322029464, 0.6856401449588421, 0.5831013352779544, 0.46251961155754784]","[1017.38588395719, 807.49971122562, 640.9129455317832, 508.692941978595]",Major_3rd,"[11.0, 13.29151386160071, 7.0, 1.6183389177672183]",False,830.6721318999771,833.6036279000109,833.6036279000109,834.837503900053,['space'],1,3.376879366696812,4.40659666666761,None,1,None,1,,[0.5749221999431029],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.1328577999957,None,,,,,"[0.723647420384629, 0.7420411625219515, 0.7523892437636354, 0.4047755172028329]","[233.26195399235627, 207.812775802701, 185.14013557581202, 164.94110946081955]",Tone,"[10.096333932716702, 10.567047562418644, 10.543619371000801, 10.245471099602025]",True,836.1332018000539,839.3760593000334,839.3760593000334,840.6182038000552,['space'],0,3.645858066738583,4.660475566750392,None,1,None,1,,[0.38081969995982945],0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.8395718999673,None,310.1465871073657,0.8241492997937548,0.0001140905062428337,1,"[0.6121045192338781, 0.6121045192338781, 0.6121045192338781, 0.6121045192338781]","[1563.0408545984956, 1043.204613207031, 696.2555468813902, 464.6948263321162]",Perfect_5th,"[-2.5412642016218587, 10.0, 9.0, 1.5121754791380786]",False,841.8405564000132,844.7020672999788,844.7020672999788,845.9243846000172,['space'],1,3.4829089667182416,4.525784566765651,None,1,None,1,,[0.997080700006336],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.4131342000328,None,2639.015821545789,1.0,8.668328211348657e-05,1,"[0.4272065782557091, 0.4272065782557091, 0.4272065782557091, 0.4272065782557091]","[523.6470614103135, 784.584097896751, 1175.547906283609, 1761.3317471922974]",Perfect_5th,"[2.0, 13.0, 5.0, -1.0]",False,848.3781004999764,850.6866983999498,850.6866983999498,851.9099313999759,['space'],1,2.7128994666272774,3.735047366586514,None,1,None,1,,[0.4823605000274256],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.1638910999754,None,147.1841441828386,4.0,0.0008324152748791693,1,"[0.533392166121666, 0.6557510941017961, 0.514100657584209, 0.6177188489847587]","[231.26414674663593, 446.01057671489883, 2528.282990330187, 363.4581103760132]",None,"[10.096333932716702, 1.8810953384182945, 9.0, 4.0]",False,853.1910206000321,855.9353815000504,855.9353815000504,857.164952000021,['space'],1,3.338095766841434,4.351479266770184,None,1,None,1,,[0.3192447000183165],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.5986621000338,None,3031.4331330207992,1.0,6.485109083489232e-05,1,"[0.6882665641923826, 0.6882665641923826, 0.6882665641923826, 0.6882665641923826]","[4159.622728289521, 155.6476057727055, 543.6753051427705, 2251.4328291053484]",None,"[0.0, 10.062230116357714, 2.3060730557172535, 6.0]",False,858.6355664000148,861.7449326999485,861.7449326999485,862.9707200999837,['space'],1,3.76437856676057,4.79218306671828,None,1,None,1,,[0.37181030004285276],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.4922926999861,None,757.8582832551998,1.0,4.5199635245948114e-05,1,"[0.6914682802734329, 0.415790818729852, 0.5337784886234308, 0.6319692699479941]","[1909.6832078208354, 1515.7165665103998, 1203.025036082118, 954.8416039104176]",Major_3rd,"[1.0, -2.5412642016218587, 4.0, 12.0]",False,864.5214123000624,867.1783978999592,867.1783978999592,868.4017913000425,['space'],1,3.2959402332780883,4.324668433284387,None,1,None,1,,[0.5195595000404865],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.8941982999677,None,,,,,"[0.40457443676082216, 0.5066913013564771, 0.6391009102214947, 0.5652261704840119]","[1384.7989301331309, 1744.7373219466313, 2198.231278457769, 2769.5978602662613]",Major_3rd,"[-1.0, -1.2910851296111083, 6.0, 9.878919472691907]",True,869.9155664000427,872.4841229000594,872.4841229000594,873.7129939000588,['space'],0,3.1437558667967096,4.1804184667998925,None,1,None,1,,[0.41330480005126446],0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.1419181999518,None,208.43138260710504,4.567047562418643,0.0004211321027257078,1,"[0.539914884141584, 0.539914884141584, 0.539914884141584, 0.539914884141584]","[3553.963349106658, 2685.8541940107584, 174.27635732583192, 5677.379162468631]",None,"[5.0, 9.67595133734369, 10.41839078124893, -3.8431547423451313]",False,875.1447151000611,877.7901482000016,877.7901482000016,879.031791400048,['space'],1,3.1946576667251065,4.212625166750513,None,1,None,1,,[0.6852552000200376],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.4103354000254,None,1000.0,-2.0,3.4992099800113655e-05,1,"[0.45681404090441513, 0.45681404090441513, 0.45681404090441513, 0.45681404090441513]","[169.67648107462296, 559.7028590372989, 2279.100992790387, 1707.6819251262905]",None,"[10.245471099602025, 3.0, 6.990211164607461, -1.2910851296111083]",False,881.9296749000205,884.3163639999693,884.3163639999693,885.5331623000093,['space'],1,2.8379240666981786,3.8669324667425826,None,1,None,1,,[0.41080129996407777],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.8520493999822,None,131.34504909766514,3.701383027368968,0.001020220487825115,0,"[0.7743021502541134, 0.7743021502541134, 0.7743021502541134, 0.7743021502541134]","[661.9375686304958, 441.79032379019907, 294.8596656909208, 196.79521657574688]",Perfect_5th,"[7.672047411979337, 1.8810953384182945, 7.863398994928131, 10.567047562418644]",False,886.8514781000558,890.1891557000345,890.1891557000345,891.4052115000086,None,0,4.116874566767365,5.1413955667521805,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.040453499998,None,125.0,0.0,0.000722719885372964,0,"[0.5416235507290823, 0.5416235507290823, 0.5416235507290823, 0.5416235507290823]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[10.567047562418644, 10.41839078124893, 10.062230116357714, 9.883499719674859]",False,897.2633327000076,899.9201705000596,899.9201705000596,901.1451606999617,None,0,3.188333166646771,4.2261270666494966,None,1,"['space', 'space']",0,"[-3.551820300053805, 0.46436989994253963]",,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.5398079999723,None,634.9235426348444,0.0,5.073289087478971e-05,1,"[0.4255778678070792, 0.4255778678070792, 0.4255778678070792, 0.4255778678070792]","[186.1180658035378, 893.67483226437, 1003.7643940660536, 820.0983616019653]",None,"[10.543619371000801, 13.68805040169973, 11.26840669618649, 13.29151386160071]",False,902.5664205000503,904.8760286000324,904.8760286000324,906.0967333000153,['space'],1,2.725957866641693,3.7397646666504443,None,1,None,1,,[0.4352486999705434],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.3558894000016,None,2809.404604605315,3.8789194726919067,0.00010419909373793043,1,"[0.68482952492814, 0.4515189223236579, 0.42365705600488934, 0.59457694144846]","[1114.9129561886955, 1404.702302302658, 1769.81399950691, 2229.8259123773905]",Major_3rd,"[7.0, -1.7074087051123037, -1.0, 6.0]",False,907.3739867999684,909.964496599976,909.964496599976,911.1998921999475,['space'],1,3.185171866673045,4.223409066675231,None,1,None,1,,[0.4334592999657616],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.6466727999505,None,,,,,"[0.5220907510326814, 0.5220907510326814, 0.5220907510326814, 0.5220907510326814]","[192.96524353555915, 2052.396662905475, 149.5548211151295, 4649.311698192213]",None,"[10.543619371000801, 3.0, 10.0, -2.3823907161649984]",True,912.6547308999579,915.2510927000549,915.2510927000549,916.4708762000082,['space'],0,3.1229145667748526,4.144274366670288,None,1,None,1,,[0.5919800999108702],0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,5,0,5,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.8457930999575,None,353.5533905932738,-10.0,2.802167922291793e-05,0,"[0.46829128774820283, 0.465925713160912, 0.7015869176394358, 0.5848498582372892]","[1415.8977872960952, 4898.394526225767, 7652.2996490653595, 775.8396486117774]",None,"[-1.7074087051123037, -3.1701608221140987, -8.0, 12.0]",False,917.9158795999829,920.5908694999525,920.5908694999525,921.8096390999854,None,0,3.2536836334038526,4.269017833401449,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
