tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_none,Audiogram_time,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.1089113999624,None,1650620894.7611337,1650620898.4163177,3.655184030532837,1000.0,-3.0,3.118674177412096e-05,0,"[0.6847262759631811, 0.5856407612086005, 0.5603695072343192, 0.5193107396555772]","[297.52463451477723, 168.7226536979089, 160.85389234761112, 419.1891470498288]",None,"[7.399046871854939, 6.0, 5.0, 8.211586807684622]",False,797.7724735999946,800.6460315999575,800.6460315999575,801.8685904999729,None,0,3.399037040770054,4.432625940768048,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.6438259000424,None,1650620906.3035975,1650620909.6262865,3.3226890563964844,8000.0,-4.0,0.00011454338263838867,0,"[0.6527527441882394, 0.6527527441882394, 0.6527527441882394, 0.6527527441882394]","[444.57572238463854, 889.6575131716015, 417.85757302919774, 1841.1768550055901]",None,"[8.715675910554989, 2.835141011822397, 8.211586807684622, 3.0]",False,808.9834358999506,811.9795160999056,811.9795160999056,813.2144428999163,None,0,3.622482600621879,4.655077700736001,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.6661068000831,None,,,,,,,,"[0.5743578498474924, 0.5743578498474924, 0.5743578498474924, 0.5743578498474924]","[7285.146232361912, 6490.32743987615, 5782.224396496732, 5151.376302838736]",Tone,"[-1.9224556041955818, -1.090804645452339, -1.099175111788238, -1.3539693998841358]",True,814.6634527000133,817.4195383000188,817.4195383000188,818.6538239000365,None,1,3.317182960221544,4.350769460201263,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0367153000552,None,,,,1795.1714677568464,1.0,7.356305139810604e-05,0,"[0.5929107458327052, 0.522444678094269, 0.4892822218837062, 0.7520586564113517]","[5901.288458252, 225.65923907558602, 1776.3156816646683, 298.30779038411697]",None,"[-1.0, 9.192667839365058, 3.9476880217548187, 7.399046871854939]",False,820.0368429000955,822.6593659000937,822.6593659000937,823.8930089001078,None,0,3.385665360139683,4.414479460101575,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.4696221000049,None,1650620926.1261353,1650620928.2734149,2.1472795009613037,8000.0,-5.0,0.00010208689723347648,1,"[0.7974903821055287, 0.7974903821055287, 0.7974903821055287, 0.7974903821055287]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[-1.6305854542215412, -1.099175111788238, -1.090804645452339, -1.4208264158412334]",False,827.630748399999,831.0678884999361,831.0678884999361,None,['space'],1,4.208620480028912,None,None,1,,[0.2951239999383688],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.1872717998922,None,,,,1029.2169111789583,1.1417696857638642,5.163476157221876e-05,1,"[0.7755022140232594, 0.7755022140232594, 0.7755022140232594, 0.7755022140232594]","[190.1335896310355, 5576.994384393605, 3986.4104824929786, 1739.4486131774463]",None,"[8.2776971649791, -1.099175111788238, -1.7450720210032946, 3.9476880217548187]",False,833.1863456999417,836.5395776000805,836.5395776000805,837.7751106999349,['space'],1,4.117065459955484,None,None,1,,[0.741273800143972],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0901188000571,None,1650620939.741009,1650620941.922606,2.1815969944000244,233.2582478842019,6.0,0.00039961710977049484,0,"[0.7519051003197088, 0.7076609576284579, 0.6637285094633616, 0.5247458387953581]","[241.53459546482108, 592.8567513144515, 495.8180517773092, 1085.1747558388674]",None,"[9.0, 8.0, 9.163747023797914, 4.059225165054532]",False,841.2789950000588,844.4474573000334,844.4474573000334,845.6764611001126,None,0,3.666361100273207,4.696092100115493,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.99172800011,None,,,,330.6324242671086,5.038556199435717,0.00016890722248888703,0,"[0.7856020077449577, 0.7856020077449577, 0.7856020077449577, 0.7856020077449577]","[833.1415022238052, 661.2648485342172, 524.8462580964042, 416.5707511119026]",Major_3rd,"[3.0, 6.218559537063877, 9.0, 8.211586807684622]",False,847.001418299973,850.3865463000257,850.3865463000257,851.5999926999211,None,0,4.17994975997135,5.211151459952816,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.2301388001069,None,,,,,,,,"[0.5235743552695782, 0.5112579752583227, 0.4903262294651473, 0.42869877068068624]","[2357.1810713902873, 1988.9737473862053, 1286.3886315050993, 1443.648062226358]",None,"[0.3938950762819644, 1.7287990404199483, 6.0, 6.0]",True,853.2267038999125,855.7933153999038,855.7933153999038,857.0253687000368,None,1,2.996931160101667,4.027093960205093,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.277975999983,None,1650620958.9286368,1650620960.9613078,2.0326709747314453,615.5722066724584,-1.0,4.760651710325358e-05,1,"[0.5987521449654101, 0.5987521449654101, 0.5987521449654101, 0.5987521449654101]","[977.1599684342465, 870.5505632961246, 775.5723809168677, 690.9564399838883]",Tone,"[3.314424444196705, 2.835141011822397, 4.0, 5.059888243962505]",False,860.3206493000034,863.1340361000039,863.1340361000039,None,['space'],1,3.4191475003026426,None,None,1,,[0.602742200018838],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.3887469000183,None,1650620966.034343,1650620970.0251484,3.9908053874969482,435.2752816480623,4.0,0.00011847381036860221,0,"[0.7159126367081248, 0.7159126367081248, 0.7159126367081248, 0.7159126367081248]","[460.09541520091545, 3107.5856803724528, 407.15039602265256, 2183.9245395048533]",None,"[9.0, -0.41565361304880266, 8.211586807684622, 0.9321212336641782]",False,869.4350497999694,872.6095823999494,872.6095823999494,873.8455574000254,None,0,3.923583220457658,4.95459392061457,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.393099399982,None,,,,,,,,"[0.78815717667427, 0.78815717667427, 0.78815717667427, 0.78815717667427]","[374.4172973677103, 297.916442111011, 7453.491950143323, 746.7143477188126]",None,"[7.693636570531561, 7.399046871854939, -1.9224556041955818, 4.013998995952191]",True,875.4004444000311,878.7830751000438,878.7830751000438,880.0178890998941,None,1,4.180062560131773,5.211718660080805,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.6351377000101,None,,,,141.6516601934609,1.0,0.0006445695525313614,0,"[0.5186023740221477, 0.5186023740221477, 0.5186023740221477, 0.5186023740221477]","[713.8796337211884, 476.4574930856743, 317.9972252943508, 212.2376849191934]",Perfect_5th,"[5.0, 9.088737075222543, 7.399046871854939, 9.25797861941169]",False,881.6384648000821,884.2208714000881,884.2208714000881,885.4567545000464,None,0,3.1125193601474166,4.143748260335997,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.805449699983,None,,,,512.6193987900858,6.841201101932488,0.0001527197767638064,0,"[0.6823804728050891, 0.46259112134073205, 0.46551252290490486, 0.5994623991172714]","[230.72346428701997, 194.6625943711391, 1494.8894839082575, 1103.9491711603835]",None,"[9.192667839365058, 8.2776971649791, 5.809690816193903, 4.059225165054532]",False,886.8134550999384,889.4608752001077,889.4608752001077,890.6958995999303,None,0,3.2452015599701554,4.275753360008821,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.1085238999221,None,1650620992.7638454,1650620994.6788285,1.9149830341339111,6062.8662660415985,1.0,0.0001333322148200284,0,"[0.6317882062507238, 0.4225851113172799, 0.4273561821800474, 0.629992507945463]","[225.2888910865038, 127.09541899300653, 292.5799829940375, 6177.21905116272]",None,"[9.25797861941169, 1.0, 7.805538975869702, -1.0]",False,894.0355809000321,896.5345884000417,896.5345884000417,897.7713270001113,None,0,3.141846320591867,4.1767555207479745,None,1,,,,,"{'estimation': [[125.0, 1.0552459521299535], [133.9716828170366, 1.2699605269052152], [143.5872943746293, 1.6595376193259828], [149.2847524433976, 2.0], [153.89305166811442, 2.268226153084238], [163.8883154896367, 3.0], [164.93848884661162, 3.076285025815411], [176.34735647447877, 4.0], [176.77669529663666, 4.03414093245478], [188.89767188879054, 5.0], [189.46457081379947, 5.043824891462498], [203.0630990890585, 5.975089211215864], [203.5394927840324, 6.0], [217.6376408240306, 6.703017490164479], [228.20080148612982, 7.0], [233.25824788420132, 7.140449989656814], [249.99999999999937, 7.251874069332034], [267.94336563407256, 7.085744275467231], [272.6816928626248, 7.0], [287.1745887492579, 6.751521098101356], [307.78610333622805, 6.395958422001902], [329.87697769322244, 6.13588598393173], [353.55339059327247, 6.049368628162343], [378.929141627598, 6.148633948443877], [406.12619817811606, 6.374435862821482], [435.2752816480601, 6.630858400053177], [466.5164957684015, 6.818024496035456], [499.9999999999975, 6.852034043292112], [535.8867312681438, 6.684652069977062], [574.3491774985143, 6.305889015973347], [595.4087712697203, 6.0], [615.5722066724546, 5.7128950126398435], [656.0627945319235, 5.0], [659.7539553864432, 4.935406851998797], [706.5099925752028, 4.0], [707.1067811865431, 3.9882635949307477], [752.8486852079428, 3.0], [757.8582832551941, 2.89545192111149], [798.3262814066215, 2.0], [812.2523963562301, 1.7062441113790143], [845.672394431999, 1.0], [870.5505632961181, 0.5015526260106293], [898.0978396985134, 0.0], [933.0329915368008, -0.6030726217551314], [963.081953620869, -1.0], [999.9999999999926, -1.4658957421599883], [1071.773462536285, -1.9399242380190935], [1148.698354997026, -1.9345173261424038], [1231.1444133449063, -1.4306460784097692], [1271.6925025674977, -1.0], [1319.5079107728832, -0.5002777468878159], [1358.915988886269, 0.0], [1414.2135623730828, 0.6814979133376631], [1440.1247247373474, 1.0], [1515.7165665103846, 1.8906107895328415], [1527.0283617115372, 2.0], [1624.5047927124563, 2.8929420077370955], [1644.1465499789483, 3.0], [1741.1011265922298, 3.504519608412065], [1866.065983073597, 3.615357711497941], [1999.9999999999802, 3.239072202984377], [2043.4601979189601, 3.0], [2143.5469250725646, 2.4664307017256073], [2213.6252117039903, 2.0], [2297.396709994046, 1.4578627861971016], [2366.0986714696596, 1.0], [2462.2888266898062, 0.38594630280573083], [2528.8105552061593, 0.0], [2639.01582154576, -0.6004834889229225], [2730.226384368174, -1.0], [2828.427124746159, -1.3990517259440955], [3031.4331330207615, -1.9512342566477856], [3064.344758593826, -2.0], [3249.0095854249043, -2.2542427075983693], [3482.2022531844555, -2.31560646384258], [3732.1319661471844, -2.168278231894685], [3869.1944601397117, -2.0], [3999.9999999999504, -1.8401970396557066], [4287.093850145118, -1.386592193404495], [4508.645542207364, -1.0], [4594.7934199880865, -0.8494508450451549], [4924.577653379601, -0.3058944069473504], [5147.9628254405025, 0.0], [5278.031643091506, 0.1802502303196779], [5656.854249492303, 0.5296773276546858], [6062.866266041508, 0.6948815481225492], [6498.019170849792, 0.6626200909006346], [6964.404506368894, 0.45425224220209504], [7464.2639322943505, 0.12086341671804124], [7630.180265639126, 0.0], [7999.999999999882, -0.2608434326747874]], 'plus_line': [[125.0, -1.736540436520355], [133.9716828170366, -1.3561567833254649], [141.30144875169586, -1.0], [143.5872943746293, -0.904053384519562], [153.89305166811442, -0.35592153738736554], [158.90571053769997, 0.0], [164.93848884661162, 0.4007665464912059], [172.4206196170624, 1.0], [176.77669529663666, 1.3351912869247133], [184.93230559355786, 2.0], [189.46457081379947, 2.354646592800385], [198.3883443398141, 3.0], [203.0630990890585, 3.318538917194637], [216.01565416537576, 4.0], [217.6376408240306, 4.07862474665122], [233.25824788420132, 4.480043901523311], [249.99999999999952, 4.557259313199967], [267.94336563407256, 4.37166511416182], [287.1745887492579, 4.060599655076006], [290.91929769329397, 4.0], [307.78610333622805, 3.70672662425568], [329.87697769322244, 3.4559687047853878], [353.55339059327247, 3.3502092147945985], [378.929141627598, 3.3963347437175635], [406.12619817811606, 3.5778353735913617], [435.2752816480601, 3.8432798768307124], [454.60640384085593, 4.0], [466.5164957684015, 4.079999229617167], [499.9999999999975, 4.165756797400021], [535.8867312681438, 4.043540873324523], [540.2373188805996, 4.0], [574.3491774985151, 3.6350864678207966], [615.5722066724546, 3.02823688228532], [617.0626214435542, 3.0], [659.7539553864432, 2.188440044074932], [668.6478584620114, 2.0], [707.1067811865431, 1.2008815317912274], [716.0656913781264, 1.0], [757.8582832551941, 0.10217730566916794], [762.3981160587658, 0.0], [808.7084985499138, -1.0], [812.2523963562301, -1.0721550736125], [857.1108709422908, -2.0], [870.5505632961192, -2.2559758787808697], [913.1482435946475, -3.0], [933.0329915368008, -3.328284793605609], [986.6514914696232, -4.0], [999.9999999999926, -4.167855082514039], [1071.773462536285, -4.6729362904828395], [1148.698354997026, -4.719057621347875], [1231.1444133449063, -4.271012928829142], [1256.6439927395068, -4.0], [1319.5079107728832, -3.3695649438326787], [1348.084775236842, -3.0], [1414.2135623730828, -2.1554523973592126], [1426.2800927237633, -2.0], [1505.3386807081802, -1.0], [1515.7165665103846, -0.8765448187223884], [1603.40855596241, 0.0], [1624.5047927124563, 0.1978480979732632], [1741.1011265922298, 0.8549163092317905], [1866.065983073597, 0.9806751891407887], [1999.9999999999777, 0.5373159776294205], [2093.4790994337473, 0.0], [2143.5469250725646, -0.2964695229676457], [2245.6603409077825, -1.0], [2297.396709994046, -1.3493690879344598], [2396.3609162565544, -2.0], [2462.2888266898062, -2.4156070891058556], [2572.787145932654, -3.0], [2639.015821545763, -3.3378387940534076], [2824.5801454271473, -4.0], [2828.427124746159, -4.013835891719953], [3031.4331330207656, -4.494689690256189], [3249.0095854249043, -4.728863268513919], [3482.2022531844555, -4.781491883588446], [3732.1319661471844, -4.6698618904274065], [3999.9999999999504, -4.3930386605155185], [4252.230862824572, -4.0], [4287.093850145118, -3.951467573488734], [4594.793419988081, -3.4715625220406485], [4890.466316570138, -3.0], [4924.577653379601, -2.950254463401774], [5278.031643091506, -2.5474259535047343], [5656.854249492303, -2.2592931332841655], [6062.866266041508, -2.121216962032332], [6498.019170849792, -2.141235447597627], [6964.404506368894, -2.3044237721184118], [7464.2639322943505, -2.600422980148605], [7947.894800501461, -3.0], [7999.999999999872, -3.0484334630221874]], 'minus_line': [[125.0, 3.8483541551740883], [133.9716828170366, 3.8489505581828336], [138.54843779896012, 4.0], [143.5872943746293, 4.17727256810116], [153.8930516681145, 4.7949009443711725], [156.52348028993353, 5.0], [164.93848884661162, 5.660075781574696], [168.91432515979238, 6.0], [176.77669529663666, 6.662332839939135], [180.85704142040925, 7.0], [189.46457081379947, 7.694716303340502], [193.79704477754117, 8.0], [203.0630990890585, 8.644383950976156], [210.01225881553188, 9.0], [217.6376408240306, 9.4023058293613], [233.25824788420132, 9.863944192283494], [248.88593880149853, 10.0], [249.99999999999937, 10.011336948753769], [251.2044572365525, 10.0], [267.94336563407256, 9.871365283459687], [287.1745887492579, 9.530226341112055], [307.78610333622805, 9.107754710156316], [314.91558469570566, 9.0], [329.87697769322244, 8.813602713803181], [353.55339059327247, 8.74173446227379], [378.929141627598, 8.879466038208099], [391.38022562065663, 9.0], [406.12619817811606, 9.160427962855536], [435.2752816480601, 9.440688804606133], [466.5164957684015, 9.593603458678716], [499.9999999999981, 9.574582580744789], [535.8867312681438, 9.372037488741682], [571.3997683370086, 8.999999999999998], [574.3491774985143, 8.972996928963617], [615.5722066724546, 8.45231334180771], [642.434605464492, 8.0], [659.7539553864432, 7.725922233051423], [697.4186087032554, 7.0], [707.1067811865431, 6.818956439043381], [745.6402320153596, 6.0], [757.8582832551941, 5.74504709959068], [791.2909158514389, 5.0], [812.2523963562301, 4.537384599510419], [836.9012380989119, 4.0], [870.5505632961181, 3.26988432842737], [884.5316346887519, 3.0], [933.0329915368008, 2.0841927609764253], [938.8674789092191, 2.0], [999.9999999999926, 1.1863666431126465], [1025.9989769423316, 1.0], [1071.773462536285, 0.7152674647450381], [1148.698354997026, 0.7754156789929758], [1180.7672532030538, 1.0], [1231.1444133449063, 1.3794175679354992], [1285.3048236010195, 2.0], [1319.5079107728832, 2.3928932090108352], [1364.9936886351404, 3.0], [1414.2135623730828, 3.6266069329976007], [1444.319416307278, 4.0], [1515.7165665103846, 4.839356433327586], [1532.9783541038225, 5.0], [1624.5047927124563, 5.827004494001894], [1659.0808992073867, 6.0], [1741.1011265922318, 6.426949557882168], [1866.065983073597, 6.535746992077734], [1999.9999999999802, 6.1638144331779845], [2029.3884116759443, 6.0], [2143.5469250725646, 5.420191149643214], [2205.6169334234964, 5.0], [2297.396709994046, 4.404837869874613], [2355.49801282372, 4.0], [2462.2888266898062, 3.2799157457313193], [2506.3011550830606, 3.0], [2639.01582154576, 2.1986879782127744], [2677.6848894205523, 2.0], [2828.427124746159, 1.2967169566483872], [2913.8747182730694, 1.0], [3031.4331330207615, 0.6463431618216089], [3249.0095854249043, 0.29785623626820823], [3482.2022531844596, 0.23807237773432854], [3732.1319661471844, 0.43614581625635107], [3999.9999999999504, 0.8056520876536306], [4111.77418627174, 1.0], [4287.093850145118, 1.3322536124859798], [4594.793419988081, 1.914095343619789], [4641.087847561628, 2.0], [4924.577653379601, 2.5593879539179403], [5204.741115051847, 3.0], [5278.0316430915, 3.126685953170844], [5656.854249492303, 3.577577800151319], [6062.866266041508, 3.7814506342763528], [6498.019170849792, 3.7244260034391714], [6964.404506368894, 3.4297099334352628], [7443.3521489408895, 3.0], [7464.2639322943505, 2.9841463630123237], [7999.999999999872, 2.6479070251240717]]}",,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.2247995999642,None,1650620999.8720696,1650621002.1191778,2.247108221054077,329.87697769322364,14.0,0.0004749197086349175,1,"[0.7658978516188195, 0.7658978516188195, 0.7658978516188195, 0.7658978516188195]","[523.6470614103135, 466.51649576840384, 415.618948071394, 370.27438807164117]",Tone,"[9.0, 9.088737075222543, 8.211586807684622, 7.693636570531561]",False,901.4762444000226,904.8114988999441,904.8114988999441,None,['space'],1,4.092297240393236,None,None,1,,[0.26396739995107055],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.8939606999047,None,,,,6432.462765222724,-3.174846809994529,9.299032649137035e-05,0,"[0.790899747476777, 0.790899747476777, 0.790899747476777, 0.790899747476777]","[374.8066562352252, 327.275031751217, 196.67964231769466, 1959.0422743060196]",None,"[7.693636570531561, 7.234734021061623, 8.973732267488668, 2.0]",False,906.895761199994,910.3150434999261,910.3150434999261,911.5507567001041,None,0,4.1838302600663155,5.191159160109237,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.1110980999656,None,,,,200.4500878352349,6.762653368259752,0.0005763118250766993,1,"[0.5631188683537942, 0.5631188683537942, 0.5631188683537942, 0.5631188683537942]","[505.10257023377744, 400.9001756704698, 318.1946802967699, 252.55128511688872]",Major_3rd,"[9.163747023797914, 8.211586807684622, 7.399046871854939, 8.840291789389005]",False,913.1339652999304,915.8541874000803,915.8541874000803,None,['space'],1,3.2893385600764304,None,None,1,,[0.37336009996943176],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
