tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,feedback.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,5,0,5,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.7854257000145,None,6864.997815562789,1.2799769858504781,0.000170495568225694,1,"[0.47686270985575335, 0.47686270985575335, 0.47686270985575335, 0.47686270985575335]","[160.05852439787387, 742.162571171917, 143.629975130862, 3604.9114007375547]",None,"[16.535813243161147, 18.10746395226843, 17.29647638438854, 8.94859108714806]",False,826.7774598000105,829.2412458999315,829.2412458999315,830.4711768999696,['space'],1,2.935836919932626,3.955587219912559,None,1,None,1,,,[0.2318235000129789],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.6682625999674,None,537.2292963226903,16.963512851527405,0.00046272588598967934,1,"[0.414070322294301, 0.7574355216731248, 0.6321392299630909, 0.4325694788318062]","[852.7983501307741, 759.7569569637029, 676.8664990571679, 603.01949636217]",Tone,"[16.0, 18.10746395226843, 20.0, 21.036801501734764]",False,833.6606832999969,836.4851958999643,836.4851958999643,837.7046979999868,['space'],1,3.243949219933711,4.277630619937554,None,1,None,1,,,[0.20725570002105087],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0008402999956,None,,,,,"[0.6388813290981, 0.6388813290981, 0.6388813290981, 0.6388813290981]","[2456.8204589247157, 1949.9796904970442, 1547.699906005816, 1228.4102294623578]",Major_3rd,"[13.736246230917883, 14.375882463379812, 16.0, 14.68421633517286]",True,838.9982931999257,841.9303936000215,841.9303936000215,843.1340400999179,None,1,3.578606119961478,4.6063901198795065,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.6559177000308,None,1000.0,4.0,6.981841805279689e-05,0,"[0.4493617229641263, 0.4493617229641263, 0.4493617229641263, 0.4493617229641263]","[184.33340153670503, 384.71280799734166, 696.4124394514054, 404.61953075852705]",None,"[16.72540755029058, 30.0, 19.338971386041575, 29.40017881097733]",False,844.6839624999557,847.0584682000335,847.0584682000335,848.289152399986,None,0,2.8448377097956836,3.8771182098425925,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.5949294000166,None,1845.5548926068564,8.740833633636964,0.00018557326121388556,1,"[0.669367624800783, 0.669367624800783, 0.669367624800783, 0.669367624800783]","[2233.5854797740885, 2754.238223581636, 5032.62729663515, 6967.424893227807]",None,"[14.020284546888995, 12.284322015631432, 7.31058309055847, 7.279976985850478]",False,849.6109976000153,852.6645749999443,852.6645749999443,853.865512899938,['space'],1,3.7041393199469894,4.708335019880906,None,1,None,1,,,[0.260603400063701],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.3775910999393,None,164.93848884661182,17.0,0.0027831859114393217,1,"[0.6634401443963598, 0.6457929020121718, 0.4410440161941308, 0.7913184008189333]","[2254.0272001813323, 2418.572864891998, 5089.6662439445245, 452.9315090556351]",None,"[14.020284546888995, 13.736246230917883, 7.31058309055847, 27.0]",False,855.403171599959,858.1991720999358,858.1991720999358,859.4351098999614,['space'],1,3.5827466098126024,4.593910109833814,None,1,None,1,,,[0.38789719995111227],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0463513999712,None,435.2752816480623,14.0,0.0003746470838436557,0,"[0.78206035153476, 0.78206035153476, 0.78206035153476, 0.78206035153476]","[132.62356683965396, 486.768096004463, 2850.300709438472, 6825.952707652425]",None,"[18.09798957993931, 25.0, 12.284322015631432, 7.0]",False,861.0681389999809,864.4392107999884,864.4392107999884,865.6736535999225,None,0,4.18047470995225,5.18564110994339,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.2922688999679,None,250.0,23.0,0.0023657562948074026,1,"[0.47083870662000604, 0.4625336093287269, 0.7416782970355911, 0.6092173686329267]","[629.9605249474366, 500.00000000000006, 396.8502629920499, 314.9802624737183]",Major_3rd,"[21.0, 24.451487491523768, 29.40017881097733, 26.999999999999996]",False,867.305374299991,869.9911904999753,869.9911904999753,871.1928026999813,['space'],1,3.309060010011308,4.341599609935656,None,1,None,1,,,[0.1529910999815911],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.6969067000318,None,3164.2916323410655,4.0,0.00010978569411135552,1,"[0.711401350482999, 0.711401350482999, 0.711401350482999, 0.711401350482999]","[1180.8410988123603, 1759.7720933005246, 426.4603729463241, 2558.499609532073]",None,"[14.0, 15.259401909493146, 28.00213892984289, 13.173429664566957]",False,872.6973619000055,875.8524019999895,875.8524019999895,877.0882404999575,['space'],1,3.8806960198562592,4.8961518198484555,None,1,None,1,,,[0.26202789996750653],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.6538020999869,None,,,,,"[0.4801815173417321, 0.4801815173417321, 0.4801815173417321, 0.4801815173417321]","[4362.440919108641, 3886.4930227968516, 3462.4716520710876, 3084.711556427395]",Tone,"[7.602375190643109, 8.0, 9.0, 11.0]",True,878.6610280999448,881.1412674000021,881.1412674000021,882.3580106999725,['space'],0,2.9584727197652683,3.9905838198028505,None,1,None,1,,0,[0.06757109996397048],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.71028749994,None,5106.610212182826,1.0221361091357721,0.00016739887335348358,1,"[0.5198437435310638, 0.42191356403744606, 0.5387238235537073, 0.7733448206192881]","[1013.2798028513212, 1518.2042994683432, 2274.736246038023, 3408.253415466666]",Perfect_5th,"[13.28722819198618, 16.09599889204023, 14.020284546888995, 9.0]",False,883.710733099957,886.2024545000168,886.2024545000168,887.4292404999724,['space'],1,3.2822554198792204,4.3148810198763385,None,1,None,1,,,[0.42535519995726645],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0849478000309,None,1741.101126592249,15.0,0.0003549593748842735,1,"[0.6503821019316172, 0.603289219382455, 0.4869795150535852, 0.42964092762445005]","[690.9564399838887, 870.5505632961249, 1096.8249796946268, 1381.912879967777]",Major_3rd,"[19.338971386041575, 15.15034245042767, 13.279640519195809, 16.0]",False,890.6796661999542,893.4606138999807,893.4606138999807,894.669888000004,['space'],1,3.186062759719789,4.200952159706503,None,1,None,1,,,[0.2092055999673903],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.933550799964,None,435.2752816480623,17.0,0.0005292030719125924,1,"[0.49347806643953795, 0.49347806643953795, 0.49347806643953795, 0.49347806643953795]","[1096.8249796946266, 870.5505632961247, 690.9564399838885, 548.4124898473133]",Major_3rd,"[13.279640519195809, 15.15034245042767, 19.338971386041575, 22.963512851527405]",False,895.9352664999897,898.4568728000158,898.4568728000158,899.6743144999491,['space'],1,3.0113790098112077,4.047643009806052,None,1,None,1,,,[0.5317888000281528],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0269055999815,None,,,,,"[0.4911770858540794, 0.622240262792685, 0.6022450929735168, 0.6645785804107697]","[723.0730989586028, 482.5933949840881, 322.092448491991, 214.97091848715925]",Perfect_5th,"[19.0, 25.0, 28.0, 17.765565160124222]",True,901.01973369997,903.7775068000192,903.7775068000192,904.9846981000155,None,1,3.4189721199218184,4.424290319904685,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.50341200002,None,342.76652505985084,23.0,0.001291238671596829,0,"[0.4693857333705862, 0.4693857333705862, 0.4693857333705862, 0.4693857333705862]","[1727.4350404888985, 1152.9245687672044, 769.4848316211325, 513.5695102136029]",Perfect_5th,"[15.259401909493146, 13.830957238324812, 18.0, 24.0]",False,906.4986723000184,908.9324100000085,908.9324100000085,910.1523319999687,None,0,2.9112225198186934,3.91802871983964,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.4802369999234,None,347.5880431033856,23.782625608166118,0.00139363788121628,0,"[0.6941805829990643, 0.5458031252558184, 0.4875640593004365, 0.5772539738921617]","[1162.886335824997, 630.6462862207122, 183.34315086159768, 281.2515591393667]",None,"[14.0, 21.0, 16.72540755029058, 24.0]",False,911.4753553000046,914.221744599985,914.221744599985,915.4557148999302,None,0,3.340731719858013,4.376173719880171,None,1,['space'],0,[0.5296838999493048],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.9204792999662,None,125.0,22.0,0.00909850429304992,1,"[0.7748444968239548, 0.7748444968239548, 0.7748444968239548, 0.7748444968239548]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[26.999999999999996, 20.25224880082594, 17.0, 16.77529653324789]",False,916.92453259998,920.2961070999736,920.2961070999736,921.5031770999776,['space'],1,4.145362709881738,5.178033709875308,None,1,None,1,,,[0.15182720008306205],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.1475941999815,None,615.5722066724584,11.0,0.00018952495823882962,1,"[0.6805110881353236, 0.6805110881353236, 0.6805110881353236, 0.6805110881353236]","[179.58512459839363, 348.02459043181784, 1512.0180462152496, 2308.1472616881333]",None,"[16.533228341172187, 29.782625608166118, 16.09599889204023, 14.0]",False,923.2325104000047,926.2999601999763,926.2999601999763,927.5064311999595,['space'],1,3.734634989872575,4.7392154899425805,None,1,None,1,,,[0.022216200013644993],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0231881999644,None,8000.0,5.0,0.00032282711451732784,1,"[0.46608459929177637, 0.6534426614123543, 0.522687054035281, 0.41988689788894284]","[6037.860195660853, 178.4233162264429, 1507.0706671775981, 284.66301524777555]",None,"[6.4872047839874, 16.533228341172187, 16.09599889204023, 24.0]",False,929.042709399946,931.7105808999622,931.7105808999622,932.9414848999586,['space'],1,3.102393709938042,4.1186458099400625,None,1,None,1,,,[0.3868745999643579],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.2033070999896,None,,,,,"[0.6082568102271179, 0.6082568102271179, 0.6082568102271179, 0.6082568102271179]","[447.3897613331772, 563.6757778111133, 710.1869777800871, 894.7795226663543]",Major_3rd,"[27.0, 22.0, 19.338971386041575, 15.0]",True,934.2008272999665,937.067327799974,937.067327799974,938.2747428999282,None,1,3.470071619958617,4.496285319910385,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,6,0,6,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.7486286999192,None,3107.3633409686227,5.0,0.00011556020321915534,1,"[0.4796286166912653, 0.4910121476016494, 0.4509699463642202, 0.48765953361267517]","[616.5789795376263, 923.8246484946281, 1384.173008632614, 2073.9162144559336]",Perfect_5th,"[21.036801501734764, 14.0, 16.0, 14.174236238575745]",False,939.7455914999591,942.1927855999675,942.1927855999675,943.3995991999982,['space'],1,2.925877019762993,3.941316819866188,None,1,None,1,,,[0.007733199978247285],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.548024800024,None,218.9039658418083,11.765565160124222,0.0008850856723090742,0,"[0.7145922399247474, 0.5399346186383785, 0.6190972357686744, 0.7046060994735832]","[7921.1251332895745, 755.4785246368294, 5707.999704886225, 6947.071932577715]",None,"[10.0, 18.10746395226843, 6.6894277273926255, 7.279976985850478]",False,946.5138415999245,949.4124412999954,949.4124412999954,950.6369263000088,None,0,3.609489219961688,4.624838519957848,None,1,['space'],0,[0.6028147999895737],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.1970126000233,None,500.0,18.0,0.0005675054078361576,0,"[0.7534998946689939, 0.45573388091863154, 0.421801265876126, 0.5609808156979837]","[222.1946417321705, 381.1042011528598, 1766.6981493882713, 6133.52718491868]",None,"[18.0, 30.0, 15.259401909493146, 6.4872047839874]",False,954.1064063999802,956.7662045999896,956.7662045999896,957.9783122999361,None,0,3.2299451396102086,4.233986639650539,None,1,['space'],0,[0.43191879999358207],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.3915509999497,None,,,,,"[0.670105969388237, 0.670105969388237, 0.670105969388237, 0.670105969388237]","[2526.946181135583, 2005.6385131008246, 1591.8763427820923, 1263.4730905677916]",Major_3rd,"[13.736246230917883, 14.375882463379812, 15.78086081459099, 15.0]",True,959.3913525999524,962.4412646000274,962.4412646000274,963.6474135000026,None,1,3.7060093198670074,4.72978831990622,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.1763902999228,None,724.8589024247717,13.0,0.00019138701894002083,0,"[0.41671477180106375, 0.41671477180106375, 0.41671477180106375, 0.41671477180106375]","[350.9913001188782, 6652.140501593057, 1900.3113316592232, 3126.923673576012]",None,"[29.782625608166118, 7.0, 14.740833633636964, 11.0]",False,965.170714500011,967.4642587000271,967.4642587000271,968.6724289000267,None,0,2.678016919759102,3.701209719758481,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.9330283999443,None,3627.36012847343,2.2131673307082744,9.986029174063161e-05,0,"[0.597221592273406, 0.48647151255105175, 0.6446064647676046, 0.5691550584472753]","[340.14251010441563, 2292.914133317892, 1711.5651233258764, 932.4568976344968]",None,"[29.0, 14.020284546888995, 15.259401909493146, 13.945474298346642]",False,969.9297262999462,972.6633538999595,972.6633538999595,973.8839220999507,None,0,3.3165889198426157,4.332652319921181,None,1,['space'],0,[0.43918830004986376],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.3219858999364,None,125.0,16.0,0.004560054196779551,1,"[0.7880247423893737, 0.42020415989559584, 0.4089149749039882, 0.42665471459210846]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[21.0, 29.0, 24.0, 16.72540755029058]",False,975.3336238999618,977.9736836999655,977.9736836999655,979.1802462999476,['space'],1,3.0608612099895254,4.086605809978209,None,1,None,1,,,[0.1333979000337422],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.4662013999186,None,,,,,"[0.7069858256038211, 0.7069858256038211, 0.7069858256038211, 0.7069858256038211]","[489.48539506848556, 211.38645581721934, 658.8663274857821, 3964.1317905668093]",None,"[25.0, 17.765565160124222, 20.274920557427446, 7.793222268823757]",True,980.4708100999705,983.618274700013,983.618274700013,984.8226273999317,None,1,3.8598528198199347,4.865280219819397,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.3894417999545,None,5278.031643091578,-3.0,0.00010087751046562562,1,"[0.6199032089842418, 0.5291845071011092, 0.5941127294835962, 0.5511768911428067]","[128.13207985870102, 3467.8682302071543, 7652.600757684443, 2139.5305011140695]",None,"[19.0, 9.0, 9.0, 14.174236238575745]",False,986.3993550000014,989.1770520999562,989.1770520999562,990.3828385999659,['space'],1,3.3178314099786803,4.3438951099524274,None,1,None,1,,,[0.0476143000414595],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,7,0,7,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.7840651000151,None,6128.4394794153495,0.48720478398739975,0.0001289570329815279,0,"[0.4535281868746123, 0.6951129752029146, 0.7221631517460202, 0.7478071418937604]","[2432.0728191368435, 3064.2197397076757, 3860.6749515610895, 4864.145638273686]",Major_3rd,"[13.736246230917883, 11.0, 8.0, 7.31058309055847]",False,991.7978504999774,994.7054620999843,994.7054620999843,995.9172742000083,None,0,3.6346304198959842,4.6467928199563175,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
